embedding dimension, vocabulary threshold, data source, category, average ERR, occurence
150, 45, wordnet, InstanceOf, 0.495681237367, 645
150, 45, wordnet, plural-nouns, 0.509761920657, 2671
150, 45, wordnet, HasContext, 0.489674232156, 611
150, 45, wordnet, SimilarTo, 0.485363417014, 1188
150, 45, wordnet, RelatedTo, 0.494101731602, 70
150, 45, wordnet, past-tense, 0.496785971471, 1341
150, 45, wordnet, man-woman, 0.4973495671, 50
150, 45, wordnet, Antonym, 0.469536572335, 336
150, 45, wordnet, all-capital-cities, 0.405382860548, 93
150, 45, wordnet, city-in-state, 0.494009872156, 2096
150, 45, wordnet, DerivedFrom, 0.471923576902, 2343
150, 45, wordnet, Attribute, 0.453685262659, 105
150, 45, wordnet, adjective-to-adverb, 0.446559775831, 274
150, 45, wordnet, MadeOf, 0.460119047619, 20
150, 45, wordnet, IsA, 0.484401024387, 6145
150, 45, wordnet, Causes, 0.5, 21
200, 35, wordnet, present-participle, 0.475519543306, 1599
200, 35, wordnet, superlative, 0.425069750851, 48
200, 35, wordnet, MemberOf, 0.496275973218, 103
200, 35, wordnet, currency, 0.480782259746, 82
200, 35, wordnet, nationality-adjective, 0.593906867268, 122
200, 35, wordnet, comparative, 0.420375718694, 60
200, 35, wordnet, plural-verbs, 0.486455823976, 1555
200, 35, wordnet, Entails, 0.477932997435, 81
200, 35, wordnet, PartOf, 0.459308404061, 607
200, 35, wordnet, InstanceOf, 0.49502652463, 692
200, 35, wordnet, plural-nouns, 0.498247191361, 2938
200, 35, wordnet, HasContext, 0.488891775108, 648
200, 35, wordnet, SimilarTo, 0.486242211476, 1274
200, 35, wordnet, RelatedTo, 0.48354055484, 76
200, 35, wordnet, past-tense, 0.481895456727, 1510
200, 35, wordnet, man-woman, 0.504941586192, 52
200, 35, wordnet, Antonym, 0.476800718051, 366
200, 35, wordnet, all-capital-cities, 0.407548642942, 100
200, 35, wordnet, city-in-state, 0.493219304314, 2279
200, 35, wordnet, DerivedFrom, 0.475348741485, 2549
200, 35, wordnet, Attribute, 0.45774403162, 110
200, 35, wordnet, adjective-to-adverb, 0.455740951484, 316
200, 35, wordnet, MadeOf, 0.461667961668, 21
200, 35, wordnet, IsA, 0.484015986446, 6538
200, 35, wordnet, Causes, 0.5, 22
50, 15, wordnet, present-participle, 0.49448060604, 2191
50, 15, wordnet, superlative, 0.471065370015, 69
50, 15, wordnet, MemberOf, 0.484963208436, 126
50, 15, wordnet, currency, 0.492150167541, 96
50, 15, wordnet, nationality-adjective, 0.493790878344, 132
50, 15, wordnet, comparative, 0.462970337603, 74
50, 15, wordnet, plural-verbs, 0.467782569335, 1995
50, 15, wordnet, Entails, 0.487842619866, 97
50, 15, wordnet, PartOf, 0.469874305408, 745
50, 15, wordnet, InstanceOf, 0.494961856543, 906
50, 15, wordnet, plural-nouns, 0.471727052727, 3926
50, 15, wordnet, HasContext, 0.494118021704, 813
50, 15, wordnet, SimilarTo, 0.493023568425, 1635
50, 15, wordnet, RelatedTo, 0.493601190476, 84
50, 15, wordnet, past-tense, 0.496265820403, 2103
50, 15, wordnet, man-woman, 0.502210316169, 69
50, 15, wordnet, Antonym, 0.485264260655, 452
50, 15, wordnet, all-capital-cities, 0.385194534799, 113
50, 15, wordnet, city-in-state, 0.495062137038, 2789
50, 15, wordnet, DerivedFrom, 0.482000079237, 3359
50, 15, wordnet, Attribute, 0.480126994698, 129
50, 15, wordnet, adjective-to-adverb, 0.469649073548, 463
50, 15, wordnet, MadeOf, 0.479629159903, 32
50, 15, wordnet, IsA, 0.490479120546, 7888
50, 15, wordnet, Causes, 0.5, 24
250, 20, wordnet, present-participle, 0.472994582446, 1996
250, 20, wordnet, superlative, 0.395613560852, 64
250, 20, wordnet, MemberOf, 0.480116153516, 117
250, 20, wordnet, currency, 0.492085295657, 91
250, 20, wordnet, nationality-adjective, 0.606718459972, 127
250, 20, wordnet, comparative, 0.431355324845, 72
250, 20, wordnet, plural-verbs, 0.47378744176, 1847
250, 20, wordnet, Entails, 0.485587375301, 95
250, 20, wordnet, PartOf, 0.459511440385, 698
250, 20, wordnet, InstanceOf, 0.495063088685, 848
250, 20, wordnet, plural-nouns, 0.478009320267, 3614
250, 20, wordnet, HasContext, 0.492048435676, 768
250, 20, wordnet, SimilarTo, 0.486962119803, 1510
250, 20, wordnet, RelatedTo, 0.48928591629, 80
250, 20, wordnet, past-tense, 0.471264091677, 1897
250, 20, wordnet, man-woman, 0.507159855439, 65
250, 20, wordnet, Antonym, 0.473156848039, 417
250, 20, wordnet, all-capital-cities, 0.414574022662, 111
250, 20, wordnet, city-in-state, 0.493176031968, 2655
250, 20, wordnet, DerivedFrom, 0.475922240042, 3101
250, 20, wordnet, Attribute, 0.45874360549, 126
250, 20, wordnet, adjective-to-adverb, 0.449274230554, 409
250, 20, wordnet, MadeOf, 0.467084639498, 29
250, 20, wordnet, IsA, 0.486497741821, 7424
250, 20, wordnet, Causes, 0.5, 24
250, 50, wordnet, present-participle, 0.473775532802, 1349
250, 50, wordnet, superlative, 0.368469914905, 42
250, 50, wordnet, MemberOf, 0.508683488229, 88
250, 50, wordnet, currency, 0.483654729109, 55
250, 50, wordnet, nationality-adjective, 0.645027408409, 118
250, 50, wordnet, comparative, 0.44073949333, 55
250, 50, wordnet, plural-verbs, 0.493515431212, 1362
250, 50, wordnet, Entails, 0.466451029363, 75
250, 50, wordnet, PartOf, 0.460371052589, 555
250, 50, wordnet, InstanceOf, 0.49437177208, 624
250, 50, wordnet, plural-nouns, 0.510587780563, 2544
250, 50, wordnet, HasContext, 0.490331973395, 593
250, 50, wordnet, SimilarTo, 0.484862946242, 1141
250, 50, wordnet, RelatedTo, 0.486948996277, 67
250, 50, wordnet, past-tense, 0.489579520331, 1270
250, 50, wordnet, man-woman, 0.55086359609, 47
250, 50, wordnet, Antonym, 0.481968043934, 324
250, 50, wordnet, all-capital-cities, 0.417296187143, 90
250, 50, wordnet, city-in-state, 0.494374171266, 1992
250, 50, wordnet, DerivedFrom, 0.472408154266, 2232
250, 50, wordnet, Attribute, 0.447771910138, 105
250, 50, wordnet, adjective-to-adverb, 0.44277536647, 260
250, 50, wordnet, MadeOf, 0.431604397065, 19
250, 50, wordnet, IsA, 0.482263100186, 5925
250, 50, wordnet, Causes, 0.5, 21
150, 20, wordnet, present-participle, 0.479965998817, 1996
150, 20, wordnet, superlative, 0.41479476755, 64
150, 20, wordnet, MemberOf, 0.500097909534, 117
150, 20, wordnet, currency, 0.493551587302, 91
150, 20, wordnet, nationality-adjective, 0.575657074129, 127
150, 20, wordnet, comparative, 0.404968712452, 72
150, 20, wordnet, plural-verbs, 0.478727855875, 1847
150, 20, wordnet, Entails, 0.479961470418, 95
150, 20, wordnet, PartOf, 0.464170042606, 698
150, 20, wordnet, InstanceOf, 0.495811152368, 848
150, 20, wordnet, plural-nouns, 0.4855436157, 3614
150, 20, wordnet, HasContext, 0.492495876633, 768
150, 20, wordnet, SimilarTo, 0.48825213736, 1510
150, 20, wordnet, RelatedTo, 0.488654513889, 80
150, 20, wordnet, past-tense, 0.486510949845, 1897
150, 20, wordnet, man-woman, 0.491932013437, 65
150, 20, wordnet, Antonym, 0.474922009043, 417
150, 20, wordnet, all-capital-cities, 0.394980321625, 111
150, 20, wordnet, city-in-state, 0.493540416739, 2655
150, 20, wordnet, DerivedFrom, 0.477738181007, 3101
150, 20, wordnet, Attribute, 0.474016222156, 126
150, 20, wordnet, adjective-to-adverb, 0.456261504923, 409
150, 20, wordnet, MadeOf, 0.479487179487, 29
150, 20, wordnet, IsA, 0.485714192017, 7424
150, 20, wordnet, Causes, 0.5, 24
100, 40, wordnet, present-participle, 0.488606983957, 1502
100, 40, wordnet, superlative, 0.406784671004, 44
100, 40, wordnet, MemberOf, 0.507574985955, 98
100, 40, wordnet, currency, 0.491255144033, 81
100, 40, wordnet, nationality-adjective, 0.569691438557, 120
100, 40, wordnet, comparative, 0.412174629517, 58
100, 40, wordnet, plural-verbs, 0.49198635931, 1479
100, 40, wordnet, Entails, 0.480530042229, 80
100, 40, wordnet, PartOf, 0.457767410449, 588
100, 40, wordnet, InstanceOf, 0.494674825984, 664
100, 40, wordnet, plural-nouns, 0.502619158797, 2790
100, 40, wordnet, HasContext, 0.488311673786, 628
100, 40, wordnet, SimilarTo, 0.487133868284, 1226
100, 40, wordnet, RelatedTo, 0.488449291036, 73
100, 40, wordnet, past-tense, 0.505109934499, 1429
100, 40, wordnet, man-woman, 0.500347509674, 51
100, 40, wordnet, Antonym, 0.46597155772, 348
100, 40, wordnet, all-capital-cities, 0.419437438386, 96
100, 40, wordnet, city-in-state, 0.493288076626, 2165
100, 40, wordnet, DerivedFrom, 0.47476419018, 2421
100, 40, wordnet, Attribute, 0.463511605217, 107
100, 40, wordnet, adjective-to-adverb, 0.457590285598, 292
100, 40, wordnet, MadeOf, 0.445308441558, 20
100, 40, wordnet, IsA, 0.485448845952, 6316
100, 40, wordnet, Causes, 0.5, 22
250, 25, wordnet, present-participle, 0.474502069999, 1833
250, 25, wordnet, superlative, 0.402054260469, 56
250, 25, wordnet, MemberOf, 0.515284776766, 112
250, 25, wordnet, currency, 0.486202514714, 89
250, 25, wordnet, nationality-adjective, 0.640616331594, 126
250, 25, wordnet, comparative, 0.43588306246, 68
250, 25, wordnet, plural-verbs, 0.475135775376, 1731
250, 25, wordnet, Entails, 0.477612433862, 93
250, 25, wordnet, PartOf, 0.459799809195, 665
250, 25, wordnet, InstanceOf, 0.495438929901, 788
250, 25, wordnet, plural-nouns, 0.486007902819, 3344
250, 25, wordnet, HasContext, 0.490508470707, 702
250, 25, wordnet, SimilarTo, 0.48765546808, 1406
250, 25, wordnet, RelatedTo, 0.492124773375, 78
250, 25, wordnet, past-tense, 0.480985424475, 1730
250, 25, wordnet, man-woman, 0.516579335017, 60
250, 25, wordnet, Antonym, 0.485260165361, 399
250, 25, wordnet, all-capital-cities, 0.408545440429, 108
250, 25, wordnet, city-in-state, 0.493261326247, 2494
250, 25, wordnet, DerivedFrom, 0.477549509575, 2862
250, 25, wordnet, Attribute, 0.456829459973, 119
250, 25, wordnet, adjective-to-adverb, 0.454451293842, 372
250, 25, wordnet, MadeOf, 0.454519500108, 26
250, 25, wordnet, IsA, 0.484258785416, 7051
250, 25, wordnet, Causes, 0.5, 24
50, 45, wordnet, present-participle, 0.506013032357, 1417
50, 45, wordnet, superlative, 0.467539135511, 43
50, 45, wordnet, MemberOf, 0.49574420227, 93
50, 45, wordnet, currency, 0.4800020008, 63
50, 45, wordnet, nationality-adjective, 0.501702323853, 119
50, 45, wordnet, comparative, 0.437598048817, 57
50, 45, wordnet, plural-verbs, 0.474757770022, 1420
50, 45, wordnet, Entails, 0.490725709476, 78
50, 45, wordnet, PartOf, 0.466412396777, 574
50, 45, wordnet, InstanceOf, 0.496865561905, 645
50, 45, wordnet, plural-nouns, 0.483743757357, 2671
50, 45, wordnet, HasContext, 0.491876994116, 611
50, 45, wordnet, SimilarTo, 0.488459101032, 1188
50, 45, wordnet, RelatedTo, 0.494047619048, 70
50, 45, wordnet, past-tense, 0.512671651897, 1341
50, 45, wordnet, man-woman, 0.480750882889, 50
50, 45, wordnet, Antonym, 0.482786600882, 336
50, 45, wordnet, all-capital-cities, 0.415479920319, 93
50, 45, wordnet, city-in-state, 0.494121453764, 2096
50, 45, wordnet, DerivedFrom, 0.475406525259, 2343
50, 45, wordnet, Attribute, 0.483962738942, 105
50, 45, wordnet, adjective-to-adverb, 0.461333449304, 274
50, 45, wordnet, MadeOf, 0.467357954545, 20
50, 45, wordnet, IsA, 0.489946546337, 6145
50, 45, wordnet, Causes, 0.5, 21
100, 45, wordnet, present-participle, 0.495162784074, 1417
100, 45, wordnet, superlative, 0.420004590463, 43
100, 45, wordnet, MemberOf, 0.493498898993, 93
100, 45, wordnet, currency, 0.483921112305, 63
100, 45, wordnet, nationality-adjective, 0.546685421988, 119
100, 45, wordnet, comparative, 0.436736808897, 57
100, 45, wordnet, plural-verbs, 0.487699267019, 1420
100, 45, wordnet, Entails, 0.482648230456, 78
100, 45, wordnet, PartOf, 0.463264897016, 574
100, 45, wordnet, InstanceOf, 0.496354388506, 645
100, 45, wordnet, plural-nouns, 0.501353208542, 2671
100, 45, wordnet, HasContext, 0.491586878391, 611
100, 45, wordnet, SimilarTo, 0.488581154634, 1188
100, 45, wordnet, RelatedTo, 0.493154761905, 70
100, 45, wordnet, past-tense, 0.50645226718, 1341
100, 45, wordnet, man-woman, 0.489493357949, 50
100, 45, wordnet, Antonym, 0.474555139016, 336
100, 45, wordnet, all-capital-cities, 0.428179404463, 93
100, 45, wordnet, city-in-state, 0.493865744923, 2096
100, 45, wordnet, DerivedFrom, 0.47219943161, 2343
100, 45, wordnet, Attribute, 0.460681388717, 105
100, 45, wordnet, adjective-to-adverb, 0.44822969545, 274
100, 45, wordnet, MadeOf, 0.435520833333, 20
100, 45, wordnet, IsA, 0.485830971936, 6145
100, 45, wordnet, Causes, 0.5, 21
200, 10, wordnet, present-participle, 0.476158150562, 2428
200, 10, wordnet, superlative, 0.428442147192, 74
200, 10, wordnet, MemberOf, 0.494232831439, 135
200, 10, wordnet, currency, 0.494628684807, 105
200, 10, wordnet, nationality-adjective, 0.580261036772, 135
200, 10, wordnet, comparative, 0.424403148598, 76
200, 10, wordnet, plural-verbs, 0.464819943352, 2208
200, 10, wordnet, Entails, 0.489538593215, 102
200, 10, wordnet, PartOf, 0.466600842574, 801
200, 10, wordnet, InstanceOf, 0.495993205579, 988
200, 10, wordnet, plural-nouns, 0.468573654028, 4364
200, 10, wordnet, HasContext, 0.49644399476, 877
200, 10, wordnet, SimilarTo, 0.49150213877, 1778
200, 10, wordnet, RelatedTo, 0.492626849894, 86
200, 10, wordnet, past-tense, 0.476465739692, 2333
200, 10, wordnet, man-woman, 0.498464944792, 73
200, 10, wordnet, Antonym, 0.479747632637, 486
200, 10, wordnet, all-capital-cities, 0.411767291616, 116
200, 10, wordnet, city-in-state, 0.494398763553, 2929
200, 10, wordnet, DerivedFrom, 0.483228646113, 3715
200, 10, wordnet, Attribute, 0.469132180496, 134
200, 10, wordnet, adjective-to-adverb, 0.459972846992, 538
200, 10, wordnet, MadeOf, 0.481332293832, 37
200, 10, wordnet, IsA, 0.489478269874, 8439
200, 10, wordnet, Causes, 0.5, 25
200, 20, wordnet, present-participle, 0.476526736723, 1996
200, 20, wordnet, superlative, 0.385848887377, 64
200, 20, wordnet, MemberOf, 0.49936111665, 117
200, 20, wordnet, currency, 0.490093537415, 91
200, 20, wordnet, nationality-adjective, 0.595867524972, 127
200, 20, wordnet, comparative, 0.441446065699, 72
200, 20, wordnet, plural-verbs, 0.477469315068, 1847
200, 20, wordnet, Entails, 0.483215008676, 95
200, 20, wordnet, PartOf, 0.459476275262, 698
200, 20, wordnet, InstanceOf, 0.495697763915, 848
200, 20, wordnet, plural-nouns, 0.484184061604, 3614
200, 20, wordnet, HasContext, 0.490580208921, 768
200, 20, wordnet, SimilarTo, 0.486583755463, 1510
200, 20, wordnet, RelatedTo, 0.490064102564, 80
200, 20, wordnet, past-tense, 0.476974100345, 1897
200, 20, wordnet, man-woman, 0.50236044938, 65
200, 20, wordnet, Antonym, 0.473395809631, 417
200, 20, wordnet, all-capital-cities, 0.39008490185, 111
200, 20, wordnet, city-in-state, 0.493295955079, 2655
200, 20, wordnet, DerivedFrom, 0.476802368906, 3101
200, 20, wordnet, Attribute, 0.45921993327, 126
200, 20, wordnet, adjective-to-adverb, 0.460150285752, 409
200, 20, wordnet, MadeOf, 0.453833840086, 29
200, 20, wordnet, IsA, 0.485573620587, 7424
200, 20, wordnet, Causes, 0.5, 24
300, 15, wordnet, present-participle, 0.469812249015, 2191
300, 15, wordnet, superlative, 0.413765683815, 69
300, 15, wordnet, MemberOf, 0.498774297901, 126
300, 15, wordnet, currency, 0.489236111111, 96
300, 15, wordnet, nationality-adjective, 0.593500815428, 132
300, 15, wordnet, comparative, 0.43572880029, 74
300, 15, wordnet, plural-verbs, 0.465635489107, 1995
300, 15, wordnet, Entails, 0.488271393555, 97
300, 15, wordnet, PartOf, 0.462698580215, 745
300, 15, wordnet, InstanceOf, 0.497310002585, 906
300, 15, wordnet, plural-nouns, 0.4660607096, 3926
300, 15, wordnet, HasContext, 0.493419644965, 813
300, 15, wordnet, SimilarTo, 0.489642399072, 1635
300, 15, wordnet, RelatedTo, 0.492455593348, 84
300, 15, wordnet, past-tense, 0.467499971297, 2103
300, 15, wordnet, man-woman, 0.513781993913, 69
300, 15, wordnet, Antonym, 0.483498460777, 452
300, 15, wordnet, all-capital-cities, 0.389296545323, 113
300, 15, wordnet, city-in-state, 0.49416442878, 2789
300, 15, wordnet, DerivedFrom, 0.48024949014, 3359
300, 15, wordnet, Attribute, 0.464847784415, 129
300, 15, wordnet, adjective-to-adverb, 0.456213430447, 463
300, 15, wordnet, MadeOf, 0.453915550595, 32
300, 15, wordnet, IsA, 0.488219551932, 7888
300, 15, wordnet, Causes, 0.5, 24
250, 10, wordnet, present-participle, 0.472195856954, 2428
250, 10, wordnet, superlative, 0.438961000764, 74
250, 10, wordnet, MemberOf, 0.502432252067, 135
250, 10, wordnet, currency, 0.500432900433, 105
250, 10, wordnet, nationality-adjective, 0.583641374058, 135
250, 10, wordnet, comparative, 0.442122247559, 76
250, 10, wordnet, plural-verbs, 0.470173291646, 2208
250, 10, wordnet, Entails, 0.488002501951, 102
250, 10, wordnet, PartOf, 0.46891351159, 801
250, 10, wordnet, InstanceOf, 0.495846326598, 988
250, 10, wordnet, plural-nouns, 0.467989153675, 4364
250, 10, wordnet, HasContext, 0.496422144149, 877
250, 10, wordnet, SimilarTo, 0.491936097128, 1778
250, 10, wordnet, RelatedTo, 0.48653281473, 86
250, 10, wordnet, past-tense, 0.469681306241, 2333
250, 10, wordnet, man-woman, 0.507497658354, 73
250, 10, wordnet, Antonym, 0.480894106477, 486
250, 10, wordnet, all-capital-cities, 0.391689346452, 116
250, 10, wordnet, city-in-state, 0.494256253073, 2929
250, 10, wordnet, DerivedFrom, 0.482102662088, 3715
250, 10, wordnet, Attribute, 0.472255853214, 134
250, 10, wordnet, adjective-to-adverb, 0.461424587509, 538
250, 10, wordnet, MadeOf, 0.470136207636, 37
250, 10, wordnet, IsA, 0.490083087093, 8439
250, 10, wordnet, Causes, 0.5, 25
300, 10, wordnet, present-participle, 0.469754794291, 2428
300, 10, wordnet, superlative, 0.412008226163, 74
300, 10, wordnet, MemberOf, 0.486693220462, 135
300, 10, wordnet, currency, 0.490330687831, 105
300, 10, wordnet, nationality-adjective, 0.575993526184, 135
300, 10, wordnet, comparative, 0.410680865657, 76
300, 10, wordnet, plural-verbs, 0.464010668072, 2208
300, 10, wordnet, Entails, 0.482676478149, 102
300, 10, wordnet, PartOf, 0.465466649871, 801
300, 10, wordnet, InstanceOf, 0.496853856, 988
300, 10, wordnet, plural-nouns, 0.460619010386, 4364
300, 10, wordnet, HasContext, 0.494791041283, 877
300, 10, wordnet, SimilarTo, 0.490297452027, 1778
300, 10, wordnet, RelatedTo, 0.497674418605, 86
300, 10, wordnet, past-tense, 0.468618901871, 2333
300, 10, wordnet, man-woman, 0.510359116665, 73
300, 10, wordnet, Antonym, 0.480292292909, 486
300, 10, wordnet, all-capital-cities, 0.391708145267, 116
300, 10, wordnet, city-in-state, 0.4937184725, 2929
300, 10, wordnet, DerivedFrom, 0.483410046264, 3715
300, 10, wordnet, Attribute, 0.478499009283, 134
300, 10, wordnet, adjective-to-adverb, 0.462006520074, 538
300, 10, wordnet, MadeOf, 0.463991263991, 37
300, 10, wordnet, IsA, 0.490250138402, 8439
300, 10, wordnet, Causes, 0.5, 25
300, 45, wordnet, present-participle, 0.473872996246, 1417
300, 45, wordnet, superlative, 0.396860508083, 43
300, 45, wordnet, MemberOf, 0.523496477348, 93
300, 45, wordnet, currency, 0.491775735635, 63
300, 45, wordnet, nationality-adjective, 0.643134291197, 119
300, 45, wordnet, comparative, 0.442765739931, 57
300, 45, wordnet, plural-verbs, 0.489314645974, 1420
300, 45, wordnet, Entails, 0.476571365726, 78
300, 45, wordnet, PartOf, 0.459923533375, 574
300, 45, wordnet, InstanceOf, 0.494325886215, 645
300, 45, wordnet, plural-nouns, 0.501952393169, 2671
300, 45, wordnet, HasContext, 0.488425383741, 611
300, 45, wordnet, SimilarTo, 0.483060295545, 1188
300, 45, wordnet, RelatedTo, 0.485892857143, 70
300, 45, wordnet, past-tense, 0.475507641396, 1341
300, 45, wordnet, man-woman, 0.548139082108, 50
300, 45, wordnet, Antonym, 0.466067336198, 336
300, 45, wordnet, all-capital-cities, 0.428944561455, 93
300, 45, wordnet, city-in-state, 0.494704874991, 2096
300, 45, wordnet, DerivedFrom, 0.469429279837, 2343
300, 45, wordnet, Attribute, 0.458099893006, 105
300, 45, wordnet, adjective-to-adverb, 0.439886360112, 274
300, 45, wordnet, MadeOf, 0.460416666667, 20
300, 45, wordnet, IsA, 0.482893995245, 6145
300, 45, wordnet, Causes, 0.5, 21
300, 35, wordnet, present-participle, 0.471198375572, 1599
300, 35, wordnet, superlative, 0.390106043427, 48
300, 35, wordnet, MemberOf, 0.504791681658, 103
300, 35, wordnet, currency, 0.493445121951, 82
300, 35, wordnet, nationality-adjective, 0.641683077851, 122
300, 35, wordnet, comparative, 0.440645302911, 60
300, 35, wordnet, plural-verbs, 0.482675639786, 1555
300, 35, wordnet, Entails, 0.473259602195, 81
300, 35, wordnet, PartOf, 0.456673821648, 607
300, 35, wordnet, InstanceOf, 0.494400753189, 692
300, 35, wordnet, plural-nouns, 0.491264269549, 2938
300, 35, wordnet, HasContext, 0.49322801961, 648
300, 35, wordnet, SimilarTo, 0.485500757229, 1274
300, 35, wordnet, RelatedTo, 0.48573966815, 76
300, 35, wordnet, past-tense, 0.476718344072, 1510
300, 35, wordnet, man-woman, 0.531814819796, 52
300, 35, wordnet, Antonym, 0.473948225857, 366
300, 35, wordnet, all-capital-cities, 0.412493269587, 100
300, 35, wordnet, city-in-state, 0.492966509528, 2279
300, 35, wordnet, DerivedFrom, 0.475289547085, 2549
300, 35, wordnet, Attribute, 0.455008074122, 110
300, 35, wordnet, adjective-to-adverb, 0.450487388464, 316
300, 35, wordnet, MadeOf, 0.422289988256, 21
300, 35, wordnet, IsA, 0.484225782811, 6538
300, 35, wordnet, Causes, 0.5, 22
100, 20, wordnet, present-participle, 0.48863021384, 1996
100, 20, wordnet, superlative, 0.434330771782, 64
100, 20, wordnet, MemberOf, 0.495333492411, 117
100, 20, wordnet, currency, 0.489462500977, 91
100, 20, wordnet, nationality-adjective, 0.536692757436, 127
100, 20, wordnet, comparative, 0.431972977776, 72
100, 20, wordnet, plural-verbs, 0.479234352159, 1847
100, 20, wordnet, Entails, 0.487617956835, 95
100, 20, wordnet, PartOf, 0.464877035235, 698
100, 20, wordnet, InstanceOf, 0.494248817865, 848
100, 20, wordnet, plural-nouns, 0.487515028008, 3614
100, 20, wordnet, HasContext, 0.492461249526, 768
100, 20, wordnet, SimilarTo, 0.490930895664, 1510
100, 20, wordnet, RelatedTo, 0.491301169591, 80
100, 20, wordnet, past-tense, 0.496713074127, 1897
100, 20, wordnet, man-woman, 0.490912608633, 65
100, 20, wordnet, Antonym, 0.480131672409, 417
100, 20, wordnet, all-capital-cities, 0.414808841183, 111
100, 20, wordnet, city-in-state, 0.493805115463, 2655
100, 20, wordnet, DerivedFrom, 0.477825089962, 3101
100, 20, wordnet, Attribute, 0.468332152447, 126
100, 20, wordnet, adjective-to-adverb, 0.459991818199, 409
100, 20, wordnet, MadeOf, 0.449087517645, 29
100, 20, wordnet, IsA, 0.486589034139, 7424
100, 20, wordnet, Causes, 0.5, 24
50, 40, wordnet, present-participle, 0.503803801325, 1502
50, 40, wordnet, superlative, 0.428755429004, 44
50, 40, wordnet, MemberOf, 0.486824621624, 98
50, 40, wordnet, currency, 0.48505445713, 81
50, 40, wordnet, nationality-adjective, 0.488503574814, 120
50, 40, wordnet, comparative, 0.441217433875, 58
50, 40, wordnet, plural-verbs, 0.473848809426, 1479
50, 40, wordnet, Entails, 0.483107638889, 80
50, 40, wordnet, PartOf, 0.464255586101, 588
50, 40, wordnet, InstanceOf, 0.494530199861, 664
50, 40, wordnet, plural-nouns, 0.483913669567, 2790
50, 40, wordnet, HasContext, 0.490557270477, 628
50, 40, wordnet, SimilarTo, 0.488781257498, 1226
50, 40, wordnet, RelatedTo, 0.493150684932, 73
50, 40, wordnet, past-tense, 0.509927163897, 1429
50, 40, wordnet, man-woman, 0.491533153666, 51
50, 40, wordnet, Antonym, 0.483790426294, 348
50, 40, wordnet, all-capital-cities, 0.400733148878, 96
50, 40, wordnet, city-in-state, 0.494495700053, 2165
50, 40, wordnet, DerivedFrom, 0.476176427318, 2421
50, 40, wordnet, Attribute, 0.470092791553, 107
50, 40, wordnet, adjective-to-adverb, 0.475007036484, 292
50, 40, wordnet, MadeOf, 0.465807005495, 20
50, 40, wordnet, IsA, 0.489479296314, 6316
50, 40, wordnet, Causes, 0.489973262032, 22
100, 30, wordnet, present-participle, 0.490048391994, 1708
100, 30, wordnet, superlative, 0.420463719395, 52
100, 30, wordnet, MemberOf, 0.4899669751, 108
100, 30, wordnet, currency, 0.489798605999, 88
100, 30, wordnet, nationality-adjective, 0.55885417968, 123
100, 30, wordnet, comparative, 0.416632960263, 65
100, 30, wordnet, plural-verbs, 0.480791418265, 1639
100, 30, wordnet, Entails, 0.481671626984, 88
100, 30, wordnet, PartOf, 0.462370246228, 637
100, 30, wordnet, InstanceOf, 0.496121085083, 744
100, 30, wordnet, plural-nouns, 0.493747324884, 3131
100, 30, wordnet, HasContext, 0.490815288081, 676
100, 30, wordnet, SimilarTo, 0.488250106261, 1336
100, 30, wordnet, RelatedTo, 0.495052566481, 77
100, 30, wordnet, past-tense, 0.501423898003, 1601
100, 30, wordnet, man-woman, 0.486771313208, 55
100, 30, wordnet, Antonym, 0.479438316185, 382
100, 30, wordnet, all-capital-cities, 0.419485871677, 103
100, 30, wordnet, city-in-state, 0.493059488528, 2377
100, 30, wordnet, DerivedFrom, 0.477072177993, 2689
100, 30, wordnet, Attribute, 0.458600063171, 115
100, 30, wordnet, adjective-to-adverb, 0.454283237622, 349
100, 30, wordnet, MadeOf, 0.437757034632, 24
100, 30, wordnet, IsA, 0.486005758157, 6780
100, 30, wordnet, Causes, 0.5, 23
300, 5, wordnet, present-participle, 0.472766026916, 2741
300, 5, wordnet, superlative, 0.457408129062, 82
300, 5, wordnet, MemberOf, 0.495066412828, 147
300, 5, wordnet, currency, 0.494319131161, 114
300, 5, wordnet, nationality-adjective, 0.547983090816, 136
300, 5, wordnet, comparative, 0.429488772848, 84
300, 5, wordnet, plural-verbs, 0.463887575287, 2482
300, 5, wordnet, Entails, 0.498507553606, 108
300, 5, wordnet, PartOf, 0.476388626089, 888
300, 5, wordnet, InstanceOf, 0.498593173432, 1084
300, 5, wordnet, plural-nouns, 0.460152504217, 5057
300, 5, wordnet, HasContext, 0.498477807368, 958
300, 5, wordnet, SimilarTo, 0.495336774479, 2045
300, 5, wordnet, RelatedTo, 0.5, 93
300, 5, wordnet, past-tense, 0.465931808188, 2625
300, 5, wordnet, man-woman, 0.512267715944, 81
300, 5, wordnet, Antonym, 0.486777999857, 564
300, 5, wordnet, all-capital-cities, 0.396958638602, 121
300, 5, wordnet, city-in-state, 0.49424736785, 3118
300, 5, wordnet, DerivedFrom, 0.487301340253, 4190
300, 5, wordnet, Attribute, 0.482479269979, 148
300, 5, wordnet, adjective-to-adverb, 0.475438214142, 621
300, 5, wordnet, MadeOf, 0.485339769879, 42
300, 5, wordnet, IsA, 0.494701813221, 9259
300, 5, wordnet, Causes, 0.5, 26
300, 50, wordnet, present-participle, 0.477523279853, 1349
