embedding dimension, vocabulary threshold, data source, category, average ERR, occurence
300, 50, wordnet, superlative, 0.387304074188, 42
300, 50, wordnet, MemberOf, 0.527705138927, 88
300, 50, wordnet, currency, 0.486060606061, 55
300, 50, wordnet, nationality-adjective, 0.624834886898, 118
300, 50, wordnet, comparative, 0.471840154795, 55
300, 50, wordnet, plural-verbs, 0.495980004646, 1362
300, 50, wordnet, Entails, 0.468175059146, 75
300, 50, wordnet, PartOf, 0.457415682133, 555
300, 50, wordnet, InstanceOf, 0.493625478666, 624
300, 50, wordnet, plural-nouns, 0.508068497724, 2544
300, 50, wordnet, HasContext, 0.488573446328, 593
300, 50, wordnet, SimilarTo, 0.482987195262, 1141
300, 50, wordnet, RelatedTo, 0.48869594336, 67
300, 50, wordnet, past-tense, 0.481794946748, 1270
300, 50, wordnet, man-woman, 0.540982032618, 47
300, 50, wordnet, Antonym, 0.475347459671, 324
300, 50, wordnet, all-capital-cities, 0.430386857605, 90
300, 50, wordnet, city-in-state, 0.495466622061, 1992
300, 50, wordnet, DerivedFrom, 0.470940213679, 2232
300, 50, wordnet, Attribute, 0.440810302754, 105
300, 50, wordnet, adjective-to-adverb, 0.439119536303, 260
300, 50, wordnet, MadeOf, 0.460944976077, 19
300, 50, wordnet, IsA, 0.483765773269, 5925
300, 50, wordnet, Causes, 0.5, 21
50, 25, wordnet, present-participle, 0.495821330229, 1833
50, 25, wordnet, superlative, 0.442910998898, 56
50, 25, wordnet, MemberOf, 0.484491770826, 112
50, 25, wordnet, currency, 0.489165531722, 89
50, 25, wordnet, nationality-adjective, 0.494432135952, 126
50, 25, wordnet, comparative, 0.456587508196, 68
50, 25, wordnet, plural-verbs, 0.467424625262, 1731
50, 25, wordnet, Entails, 0.482702020202, 93
50, 25, wordnet, PartOf, 0.469232472596, 665
50, 25, wordnet, InstanceOf, 0.497064309422, 788
50, 25, wordnet, plural-nouns, 0.473838281474, 3344
50, 25, wordnet, HasContext, 0.493347515526, 702
50, 25, wordnet, SimilarTo, 0.489942816166, 1406
50, 25, wordnet, RelatedTo, 0.494706682207, 78
50, 25, wordnet, past-tense, 0.503343472759, 1730
50, 25, wordnet, man-woman, 0.484482191785, 60
50, 25, wordnet, Antonym, 0.48461064401, 399
50, 25, wordnet, all-capital-cities, 0.398440543562, 108
50, 25, wordnet, city-in-state, 0.494451341186, 2494
50, 25, wordnet, DerivedFrom, 0.478783471036, 2862
50, 25, wordnet, Attribute, 0.480053907528, 119
50, 25, wordnet, adjective-to-adverb, 0.476293557211, 372
50, 25, wordnet, MadeOf, 0.465778629265, 26
50, 25, wordnet, IsA, 0.489832868602, 7051
50, 25, wordnet, Causes, 0.5, 24
250, 30, wordnet, present-participle, 0.475815204452, 1708
250, 30, wordnet, superlative, 0.382863920532, 52
250, 30, wordnet, MemberOf, 0.514249472236, 108
250, 30, wordnet, currency, 0.487553970651, 88
250, 30, wordnet, nationality-adjective, 0.623878851679, 123
250, 30, wordnet, comparative, 0.461688368193, 65
250, 30, wordnet, plural-verbs, 0.482821985507, 1639
250, 30, wordnet, Entails, 0.48634672619, 88
250, 30, wordnet, PartOf, 0.460503598126, 637
250, 30, wordnet, InstanceOf, 0.494521175352, 744
250, 30, wordnet, plural-nouns, 0.490696926142, 3131
250, 30, wordnet, HasContext, 0.49179415985, 676
250, 30, wordnet, SimilarTo, 0.485475968368, 1336
250, 30, wordnet, RelatedTo, 0.487578931094, 77
250, 30, wordnet, past-tense, 0.47939716777, 1601
250, 30, wordnet, man-woman, 0.526451465201, 55
250, 30, wordnet, Antonym, 0.477878698735, 382
250, 30, wordnet, all-capital-cities, 0.416949299352, 103
250, 30, wordnet, city-in-state, 0.494183742683, 2377
250, 30, wordnet, DerivedFrom, 0.475140418177, 2689
250, 30, wordnet, Attribute, 0.453294919417, 115
250, 30, wordnet, adjective-to-adverb, 0.443313936785, 349
250, 30, wordnet, MadeOf, 0.4253436561, 24
250, 30, wordnet, IsA, 0.484094509141, 6780
250, 30, wordnet, Causes, 0.5, 23
250, 35, wordnet, present-participle, 0.471587618668, 1599
250, 35, wordnet, superlative, 0.396963269126, 48
250, 35, wordnet, MemberOf, 0.50960742084, 103
250, 35, wordnet, currency, 0.498814363144, 82
250, 35, wordnet, nationality-adjective, 0.614048713127, 122
250, 35, wordnet, comparative, 0.440464303355, 60
250, 35, wordnet, plural-verbs, 0.487288524857, 1555
250, 35, wordnet, Entails, 0.476739323676, 81
250, 35, wordnet, PartOf, 0.459182304836, 607
250, 35, wordnet, InstanceOf, 0.495766224761, 692
250, 35, wordnet, plural-nouns, 0.494717375962, 2938
250, 35, wordnet, HasContext, 0.490858684984, 648
250, 35, wordnet, SimilarTo, 0.487529825856, 1274
250, 35, wordnet, RelatedTo, 0.48767134393, 76
250, 35, wordnet, past-tense, 0.47846077629, 1510
250, 35, wordnet, man-woman, 0.514595580701, 52
250, 35, wordnet, Antonym, 0.477905404796, 366
250, 35, wordnet, all-capital-cities, 0.432326094958, 100
250, 35, wordnet, city-in-state, 0.493009633831, 2279
250, 35, wordnet, DerivedFrom, 0.472486744825, 2549
250, 35, wordnet, Attribute, 0.446050442701, 110
250, 35, wordnet, adjective-to-adverb, 0.446929709863, 316
250, 35, wordnet, MadeOf, 0.42522675737, 21
250, 35, wordnet, IsA, 0.48413600666, 6538
250, 35, wordnet, Causes, 0.490909090909, 22
300, 20, wordnet, present-participle, 0.47003734319, 1996
300, 20, wordnet, superlative, 0.417031635644, 64
300, 20, wordnet, MemberOf, 0.511873762515, 117
300, 20, wordnet, currency, 0.499125874126, 91
300, 20, wordnet, nationality-adjective, 0.623788476397, 127
300, 20, wordnet, comparative, 0.446265356942, 72
300, 20, wordnet, plural-verbs, 0.469449626481, 1847
300, 20, wordnet, Entails, 0.480346758505, 95
300, 20, wordnet, PartOf, 0.457949690806, 698
300, 20, wordnet, InstanceOf, 0.496396520878, 848
300, 20, wordnet, plural-nouns, 0.47412792457, 3614
300, 20, wordnet, HasContext, 0.492068378327, 768
300, 20, wordnet, SimilarTo, 0.486053880866, 1510
300, 20, wordnet, RelatedTo, 0.489261239035, 80
300, 20, wordnet, past-tense, 0.467533917137, 1897
300, 20, wordnet, man-woman, 0.517538365818, 65
300, 20, wordnet, Antonym, 0.475211766736, 417
300, 20, wordnet, all-capital-cities, 0.406765227353, 111
300, 20, wordnet, city-in-state, 0.493431205466, 2655
300, 20, wordnet, DerivedFrom, 0.475558094738, 3101
300, 20, wordnet, Attribute, 0.461015369629, 126
300, 20, wordnet, adjective-to-adverb, 0.450448342815, 409
300, 20, wordnet, MadeOf, 0.467426730358, 29
300, 20, wordnet, IsA, 0.486788040818, 7424
300, 20, wordnet, Causes, 0.5, 24
100, 10, wordnet, present-participle, 0.49399841158, 2428
100, 10, wordnet, superlative, 0.449081720589, 74
100, 10, wordnet, MemberOf, 0.487609747732, 135
100, 10, wordnet, currency, 0.49417989418, 105
100, 10, wordnet, nationality-adjective, 0.540058886587, 135
100, 10, wordnet, comparative, 0.427356092661, 76
100, 10, wordnet, plural-verbs, 0.480560256656, 2208
100, 10, wordnet, Entails, 0.488689204314, 102
100, 10, wordnet, PartOf, 0.468171732807, 801
100, 10, wordnet, InstanceOf, 0.495185850185, 988
100, 10, wordnet, plural-nouns, 0.478367636253, 4364
100, 10, wordnet, HasContext, 0.492763312191, 877
100, 10, wordnet, SimilarTo, 0.489912494986, 1778
100, 10, wordnet, RelatedTo, 0.492105563155, 86
100, 10, wordnet, past-tense, 0.494270996497, 2333
100, 10, wordnet, man-woman, 0.493611600076, 73
100, 10, wordnet, Antonym, 0.48398879456, 486
100, 10, wordnet, all-capital-cities, 0.413173557953, 116
100, 10, wordnet, city-in-state, 0.494950932444, 2929
100, 10, wordnet, DerivedFrom, 0.482622774453, 3715
100, 10, wordnet, Attribute, 0.473724362778, 134
100, 10, wordnet, adjective-to-adverb, 0.462124565307, 538
100, 10, wordnet, MadeOf, 0.451011319761, 37
100, 10, wordnet, IsA, 0.489663046534, 8439
100, 10, wordnet, Causes, 0.5, 25
50, 10, wordnet, present-participle, 0.49516326263, 2428
50, 10, wordnet, superlative, 0.449637205887, 74
50, 10, wordnet, MemberOf, 0.483555768086, 135
50, 10, wordnet, currency, 0.492525391275, 105
50, 10, wordnet, nationality-adjective, 0.51301567411, 135
50, 10, wordnet, comparative, 0.448559024361, 76
50, 10, wordnet, plural-verbs, 0.471778424207, 2208
50, 10, wordnet, Entails, 0.486428816922, 102
50, 10, wordnet, PartOf, 0.470790778129, 801
50, 10, wordnet, InstanceOf, 0.497070037489, 988
50, 10, wordnet, plural-nouns, 0.468282574662, 4364
50, 10, wordnet, HasContext, 0.495094795155, 877
50, 10, wordnet, SimilarTo, 0.491969082964, 1778
50, 10, wordnet, RelatedTo, 0.494379844961, 86
50, 10, wordnet, past-tense, 0.497163942054, 2333
50, 10, wordnet, man-woman, 0.502921107454, 73
50, 10, wordnet, Antonym, 0.494674146542, 486
50, 10, wordnet, all-capital-cities, 0.389022207227, 116
50, 10, wordnet, city-in-state, 0.496519503989, 2929
50, 10, wordnet, DerivedFrom, 0.483831982975, 3715
50, 10, wordnet, Attribute, 0.479801562451, 134
50, 10, wordnet, adjective-to-adverb, 0.469015589678, 538
50, 10, wordnet, MadeOf, 0.46027992278, 37
50, 10, wordnet, IsA, 0.491408579587, 8439
50, 10, wordnet, Causes, 0.5, 25
250, 40, wordnet, present-participle, 0.478281810548, 1502
250, 40, wordnet, superlative, 0.398139632829, 44
250, 40, wordnet, MemberOf, 0.497024726671, 98
250, 40, wordnet, currency, 0.490176592954, 81
250, 40, wordnet, nationality-adjective, 0.610462363234, 120
250, 40, wordnet, comparative, 0.432349462387, 58
250, 40, wordnet, plural-verbs, 0.482473405454, 1479
250, 40, wordnet, Entails, 0.470654963909, 80
250, 40, wordnet, PartOf, 0.455527594952, 588
250, 40, wordnet, InstanceOf, 0.49452105293, 664
250, 40, wordnet, plural-nouns, 0.495715338846, 2790
250, 40, wordnet, HasContext, 0.490720629951, 628
250, 40, wordnet, SimilarTo, 0.48782307959, 1226
250, 40, wordnet, RelatedTo, 0.48713714938, 73
250, 40, wordnet, past-tense, 0.4831675672, 1429
250, 40, wordnet, man-woman, 0.507820855615, 51
250, 40, wordnet, Antonym, 0.472368604495, 348
250, 40, wordnet, all-capital-cities, 0.410293431973, 96
250, 40, wordnet, city-in-state, 0.493730962988, 2165
250, 40, wordnet, DerivedFrom, 0.469034999784, 2421
250, 40, wordnet, Attribute, 0.45525388804, 107
250, 40, wordnet, adjective-to-adverb, 0.443765341161, 292
250, 40, wordnet, MadeOf, 0.442774122807, 20
250, 40, wordnet, IsA, 0.483604527431, 6316
250, 40, wordnet, Causes, 0.5, 22
200, 25, wordnet, present-participle, 0.474357103591, 1833
200, 25, wordnet, superlative, 0.39281319662, 56
200, 25, wordnet, MemberOf, 0.497691531258, 112
200, 25, wordnet, currency, 0.493320848939, 89
200, 25, wordnet, nationality-adjective, 0.591473357582, 126
200, 25, wordnet, comparative, 0.46050438112, 68
200, 25, wordnet, plural-verbs, 0.480859415426, 1731
200, 25, wordnet, Entails, 0.484459999379, 93
200, 25, wordnet, PartOf, 0.461015489692, 665
200, 25, wordnet, InstanceOf, 0.494410060321, 788
200, 25, wordnet, plural-nouns, 0.486983621281, 3344
200, 25, wordnet, HasContext, 0.490048348525, 702
200, 25, wordnet, SimilarTo, 0.485681680765, 1406
200, 25, wordnet, RelatedTo, 0.487359754968, 78
200, 25, wordnet, past-tense, 0.480807550823, 1730
200, 25, wordnet, man-woman, 0.509413029101, 60
200, 25, wordnet, Antonym, 0.471740022453, 399
200, 25, wordnet, all-capital-cities, 0.421880166001, 108
200, 25, wordnet, city-in-state, 0.493011807536, 2494
200, 25, wordnet, DerivedFrom, 0.475633817226, 2862
200, 25, wordnet, Attribute, 0.467431486332, 119
200, 25, wordnet, adjective-to-adverb, 0.454136133264, 372
200, 25, wordnet, MadeOf, 0.461913690785, 26
200, 25, wordnet, IsA, 0.485678324927, 7051
200, 25, wordnet, Causes, 0.5, 24
150, 35, wordnet, present-participle, 0.479965345113, 1599
150, 35, wordnet, superlative, 0.38925065522, 48
150, 35, wordnet, MemberOf, 0.507695890948, 103
150, 35, wordnet, currency, 0.492190842961, 82
150, 35, wordnet, nationality-adjective, 0.595185947865, 122
150, 35, wordnet, comparative, 0.431054889061, 60
150, 35, wordnet, plural-verbs, 0.485233436276, 1555
150, 35, wordnet, Entails, 0.47246137463, 81
150, 35, wordnet, PartOf, 0.459026919875, 607
150, 35, wordnet, InstanceOf, 0.496250406827, 692
150, 35, wordnet, plural-nouns, 0.501849965265, 2938
150, 35, wordnet, HasContext, 0.490037665772, 648
150, 35, wordnet, SimilarTo, 0.487983942392, 1274
150, 35, wordnet, RelatedTo, 0.493196770335, 76
150, 35, wordnet, past-tense, 0.490726912421, 1510
150, 35, wordnet, man-woman, 0.491681929182, 52
150, 35, wordnet, Antonym, 0.474815936547, 366
150, 35, wordnet, all-capital-cities, 0.417319788248, 100
150, 35, wordnet, city-in-state, 0.493165390781, 2279
150, 35, wordnet, DerivedFrom, 0.471289237427, 2549
150, 35, wordnet, Attribute, 0.457547868798, 110
150, 35, wordnet, adjective-to-adverb, 0.447647537331, 316
150, 35, wordnet, MadeOf, 0.470418470418, 21
150, 35, wordnet, IsA, 0.484926578529, 6538
150, 35, wordnet, Causes, 0.5, 22
200, 45, wordnet, present-participle, 0.483693243659, 1417
200, 45, wordnet, superlative, 0.361474107608, 43
200, 45, wordnet, MemberOf, 0.50682506907, 93
200, 45, wordnet, currency, 0.48658824641, 63
200, 45, wordnet, nationality-adjective, 0.612883583002, 119
200, 45, wordnet, comparative, 0.420495922591, 57
200, 45, wordnet, plural-verbs, 0.487257124155, 1420
200, 45, wordnet, Entails, 0.477018025547, 78
200, 45, wordnet, PartOf, 0.462605882026, 574
200, 45, wordnet, InstanceOf, 0.495476734608, 645
200, 45, wordnet, plural-nouns, 0.503786421775, 2671
200, 45, wordnet, HasContext, 0.489693254946, 611
200, 45, wordnet, SimilarTo, 0.48615317865, 1188
200, 45, wordnet, RelatedTo, 0.485890947288, 70
200, 45, wordnet, past-tense, 0.487741004182, 1341
200, 45, wordnet, man-woman, 0.502571751778, 50
200, 45, wordnet, Antonym, 0.473549548536, 336
200, 45, wordnet, all-capital-cities, 0.422397783158, 93
200, 45, wordnet, city-in-state, 0.49419711408, 2096
200, 45, wordnet, DerivedFrom, 0.472552787043, 2343
200, 45, wordnet, Attribute, 0.457695784792, 105
200, 45, wordnet, adjective-to-adverb, 0.450122696797, 274
200, 45, wordnet, MadeOf, 0.433602092352, 20
200, 45, wordnet, IsA, 0.483423010148, 6145
200, 45, wordnet, Causes, 0.5, 21
300, 40, wordnet, present-participle, 0.474814278065, 1502
300, 40, wordnet, superlative, 0.372144304871, 44
300, 40, wordnet, MemberOf, 0.517031012678, 98
300, 40, wordnet, currency, 0.493170307059, 81
300, 40, wordnet, nationality-adjective, 0.643029146779, 120
300, 40, wordnet, comparative, 0.412495452959, 58
300, 40, wordnet, plural-verbs, 0.487610365142, 1479
300, 40, wordnet, Entails, 0.466410828755, 80
300, 40, wordnet, PartOf, 0.45884299848, 588
300, 40, wordnet, InstanceOf, 0.494783811743, 664
300, 40, wordnet, plural-nouns, 0.500699658632, 2790
300, 40, wordnet, HasContext, 0.488206578614, 628
300, 40, wordnet, SimilarTo, 0.484999468948, 1226
300, 40, wordnet, RelatedTo, 0.485610282926, 73
300, 40, wordnet, past-tense, 0.476013595088, 1429
300, 40, wordnet, man-woman, 0.529894288718, 51
300, 40, wordnet, Antonym, 0.484168988045, 348
300, 40, wordnet, all-capital-cities, 0.419452766477, 96
300, 40, wordnet, city-in-state, 0.493717229665, 2165
300, 40, wordnet, DerivedFrom, 0.471251446009, 2421
300, 40, wordnet, Attribute, 0.452272152135, 107
300, 40, wordnet, adjective-to-adverb, 0.446213683122, 292
300, 40, wordnet, MadeOf, 0.455744949495, 20
300, 40, wordnet, IsA, 0.483424859713, 6316
300, 40, wordnet, Causes, 0.5, 22
100, 15, wordnet, present-participle, 0.488784440457, 2191
100, 15, wordnet, superlative, 0.420039077473, 69
100, 15, wordnet, MemberOf, 0.493832141119, 126
100, 15, wordnet, currency, 0.489846850198, 96
100, 15, wordnet, nationality-adjective, 0.54956744257, 132
100, 15, wordnet, comparative, 0.42679940772, 74
100, 15, wordnet, plural-verbs, 0.480089256216, 1995
100, 15, wordnet, Entails, 0.486913966618, 97
100, 15, wordnet, PartOf, 0.467264081199, 745
100, 15, wordnet, InstanceOf, 0.495256497637, 906
100, 15, wordnet, plural-nouns, 0.482951089134, 3926
100, 15, wordnet, HasContext, 0.49323389294, 813
100, 15, wordnet, SimilarTo, 0.489458565134, 1635
100, 15, wordnet, RelatedTo, 0.490830498866, 84
100, 15, wordnet, past-tense, 0.491717326464, 2103
100, 15, wordnet, man-woman, 0.490144704647, 69
100, 15, wordnet, Antonym, 0.486420020215, 452
100, 15, wordnet, all-capital-cities, 0.404131559392, 113
100, 15, wordnet, city-in-state, 0.494390187961, 2789
100, 15, wordnet, DerivedFrom, 0.481558844482, 3359
100, 15, wordnet, Attribute, 0.468865354006, 129
100, 15, wordnet, adjective-to-adverb, 0.458358513896, 463
100, 15, wordnet, MadeOf, 0.435827085241, 32
100, 15, wordnet, IsA, 0.488589160477, 7888
100, 15, wordnet, Causes, 0.5, 24
50, 35, wordnet, present-participle, 0.498446154984, 1599
50, 35, wordnet, superlative, 0.44086365449, 48
50, 35, wordnet, MemberOf, 0.497393701863, 103
50, 35, wordnet, currency, 0.48774470475, 82
50, 35, wordnet, nationality-adjective, 0.490325033686, 122
50, 35, wordnet, comparative, 0.425756352673, 60
50, 35, wordnet, plural-verbs, 0.474358175835, 1555
50, 35, wordnet, Entails, 0.488609264535, 81
50, 35, wordnet, PartOf, 0.464595581566, 607
50, 35, wordnet, InstanceOf, 0.494944346515, 692
50, 35, wordnet, plural-nouns, 0.477249201946, 2938
50, 35, wordnet, HasContext, 0.493096325106, 648
50, 35, wordnet, SimilarTo, 0.488573157623, 1274
50, 35, wordnet, RelatedTo, 0.492798402256, 76
50, 35, wordnet, past-tense, 0.508925669341, 1510
50, 35, wordnet, man-woman, 0.49470210612, 52
50, 35, wordnet, Antonym, 0.48395144786, 366
50, 35, wordnet, all-capital-cities, 0.404150702647, 100
50, 35, wordnet, city-in-state, 0.493633053868, 2279
50, 35, wordnet, DerivedFrom, 0.476064019175, 2549
50, 35, wordnet, Attribute, 0.4725978373, 110
50, 35, wordnet, adjective-to-adverb, 0.468846784223, 316
50, 35, wordnet, MadeOf, 0.458458383353, 21
50, 35, wordnet, IsA, 0.489441436202, 6538
50, 35, wordnet, Causes, 0.5, 22
200, 30, wordnet, present-participle, 0.477095054254, 1708
200, 30, wordnet, superlative, 0.391743226409, 52
200, 30, wordnet, MemberOf, 0.499765862522, 108
200, 30, wordnet, currency, 0.491878607504, 88
200, 30, wordnet, nationality-adjective, 0.609710712132, 123
200, 30, wordnet, comparative, 0.444752832637, 65
200, 30, wordnet, plural-verbs, 0.479031744423, 1639
200, 30, wordnet, Entails, 0.478978236837, 88
200, 30, wordnet, PartOf, 0.461907755316, 637
200, 30, wordnet, InstanceOf, 0.495732259196, 744
200, 30, wordnet, plural-nouns, 0.491290160005, 3131
200, 30, wordnet, HasContext, 0.490563604315, 676
200, 30, wordnet, SimilarTo, 0.485196833139, 1336
200, 30, wordnet, RelatedTo, 0.486186072225, 77
200, 30, wordnet, past-tense, 0.481979777801, 1601
200, 30, wordnet, man-woman, 0.493890880361, 55
200, 30, wordnet, Antonym, 0.473301247256, 382
200, 30, wordnet, all-capital-cities, 0.41867834785, 103
200, 30, wordnet, city-in-state, 0.494469026517, 2377
200, 30, wordnet, DerivedFrom, 0.474731455204, 2689
200, 30, wordnet, Attribute, 0.444714164236, 115
200, 30, wordnet, adjective-to-adverb, 0.448027181995, 349
200, 30, wordnet, MadeOf, 0.426748511905, 24
200, 30, wordnet, IsA, 0.48596614758, 6780
200, 30, wordnet, Causes, 0.5, 23
150, 15, wordnet, present-participle, 0.478390451637, 2191
150, 15, wordnet, superlative, 0.431810312213, 69
150, 15, wordnet, MemberOf, 0.492388021796, 126
150, 15, wordnet, currency, 0.487434134381, 96
150, 15, wordnet, nationality-adjective, 0.561486459216, 132
150, 15, wordnet, comparative, 0.428869800377, 74
150, 15, wordnet, plural-verbs, 0.480573635208, 1995
150, 15, wordnet, Entails, 0.483635751419, 97
150, 15, wordnet, PartOf, 0.462118049003, 745
150, 15, wordnet, InstanceOf, 0.495152568642, 906
150, 15, wordnet, plural-nouns, 0.480723172991, 3926
150, 15, wordnet, HasContext, 0.493070618932, 813
150, 15, wordnet, SimilarTo, 0.491048230472, 1635
150, 15, wordnet, RelatedTo, 0.485998288204, 84
150, 15, wordnet, past-tense, 0.486261953412, 2103
150, 15, wordnet, man-woman, 0.512175586089, 69
150, 15, wordnet, Antonym, 0.479801654444, 452
150, 15, wordnet, all-capital-cities, 0.399907792095, 113
150, 15, wordnet, city-in-state, 0.494483426998, 2789
150, 15, wordnet, DerivedFrom, 0.479100218948, 3359
150, 15, wordnet, Attribute, 0.462757893991, 129
150, 15, wordnet, adjective-to-adverb, 0.460244648332, 463
150, 15, wordnet, MadeOf, 0.448716127622, 32
150, 15, wordnet, IsA, 0.486895251751, 7888
150, 15, wordnet, Causes, 0.5, 24
50, 50, wordnet, present-participle, 0.509136614976, 1349
50, 50, wordnet, superlative, 0.4274135244, 42
50, 50, wordnet, MemberOf, 0.487426722583, 88
50, 50, wordnet, currency, 0.47747750057, 55
50, 50, wordnet, nationality-adjective, 0.517069990356, 118
50, 50, wordnet, comparative, 0.429635783658, 55
50, 50, wordnet, plural-verbs, 0.474467695114, 1362
50, 50, wordnet, Entails, 0.483496620339, 75
50, 50, wordnet, PartOf, 0.469771044531, 555
50, 50, wordnet, InstanceOf, 0.494775485036, 624
50, 50, wordnet, plural-nouns, 0.485519693791, 2544
50, 50, wordnet, HasContext, 0.491713699725, 593
50, 50, wordnet, SimilarTo, 0.489069362862, 1141
50, 50, wordnet, RelatedTo, 0.492661691542, 67
50, 50, wordnet, past-tense, 0.514869334928, 1270
50, 50, wordnet, man-woman, 0.483426874379, 47
50, 50, wordnet, Antonym, 0.47773070059, 324
50, 50, wordnet, all-capital-cities, 0.419329324905, 90
50, 50, wordnet, city-in-state, 0.494740794324, 1992
50, 50, wordnet, DerivedFrom, 0.474514111769, 2232
50, 50, wordnet, Attribute, 0.483534983044, 105
50, 50, wordnet, adjective-to-adverb, 0.461516941017, 260
50, 50, wordnet, MadeOf, 0.459461152882, 19
50, 50, wordnet, IsA, 0.489402348612, 5925
50, 50, wordnet, Causes, 0.5, 21
250, 45, wordnet, present-participle, 0.477523668419, 1417
250, 45, wordnet, superlative, 0.392560698475, 43
250, 45, wordnet, MemberOf, 0.506991061424, 93
250, 45, wordnet, currency, 0.489257655924, 63
250, 45, wordnet, nationality-adjective, 0.640205739754, 119
250, 45, wordnet, comparative, 0.448538561692, 57
250, 45, wordnet, plural-verbs, 0.487183230655, 1420
250, 45, wordnet, Entails, 0.473918513822, 78
250, 45, wordnet, PartOf, 0.460733290218, 574
250, 45, wordnet, InstanceOf, 0.496098627142, 645
250, 45, wordnet, plural-nouns, 0.504848979127, 2671
250, 45, wordnet, HasContext, 0.490722085672, 611
250, 45, wordnet, SimilarTo, 0.484619606964, 1188
250, 45, wordnet, RelatedTo, 0.482333397075, 70
250, 45, wordnet, past-tense, 0.48290864569, 1341
250, 45, wordnet, man-woman, 0.527317460317, 50
250, 45, wordnet, Antonym, 0.472488304123, 336
250, 45, wordnet, all-capital-cities, 0.430703947764, 93
250, 45, wordnet, city-in-state, 0.494305946026, 2096
250, 45, wordnet, DerivedFrom, 0.47284352064, 2343
250, 45, wordnet, Attribute, 0.437365360756, 105
250, 45, wordnet, adjective-to-adverb, 0.448963285825, 274
250, 45, wordnet, MadeOf, 0.441180555556, 20
250, 45, wordnet, IsA, 0.48283416273, 6145
250, 45, wordnet, Causes, 0.5, 21
150, 50, wordnet, present-participle, 0.475347870317, 1349
150, 50, wordnet, superlative, 0.395860707081, 42
150, 50, wordnet, MemberOf, 0.51568856664, 88
150, 50, wordnet, currency, 0.481374231829, 55
150, 50, wordnet, nationality-adjective, 0.584467010156, 118
150, 50, wordnet, comparative, 0.395602906257, 55
150, 50, wordnet, plural-verbs, 0.490605402682, 1362
150, 50, wordnet, Entails, 0.473404268246, 75
150, 50, wordnet, PartOf, 0.462125077342, 555
150, 50, wordnet, InstanceOf, 0.495090985626, 624
150, 50, wordnet, plural-nouns, 0.50861170494, 2544
150, 50, wordnet, HasContext, 0.487136641845, 593
150, 50, wordnet, SimilarTo, 0.485430140591, 1141
150, 50, wordnet, RelatedTo, 0.487016838883, 67
150, 50, wordnet, past-tense, 0.504025729158, 1270
150, 50, wordnet, man-woman, 0.517271075469, 47
150, 50, wordnet, Antonym, 0.468389393412, 324
150, 50, wordnet, all-capital-cities, 0.442090699667, 90
150, 50, wordnet, city-in-state, 0.493399866908, 1992
150, 50, wordnet, DerivedFrom, 0.470340458323, 2232
150, 50, wordnet, Attribute, 0.447407880688, 105
150, 50, wordnet, adjective-to-adverb, 0.434821052849, 260
150, 50, wordnet, MadeOf, 0.483784829721, 19
150, 50, wordnet, IsA, 0.484611382316, 5925
150, 50, wordnet, Causes, 0.5, 21
