,AP,BLESS,Battig,ESSLI_1a,ESSLI_2b,ESSLI_2c,MEN,MTurk,RG65,RW,SimLex999,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2,nsubs
0,0.577114427861,0.635,0.378321544638,0.704545454545,0.75,0.622222222222,0.63723890837,0.609993469165,0.729617208018,0.252301327046,0.247211076746,0.534421559705,0.486681727189,0.627769441579,0.345272206304,0.141,0.13288365895,10
0,0.529850746269,0.59,0.368954310839,0.704545454545,0.775,0.577777777778,0.641524133435,0.608839055847,0.734206820218,0.245361823269,0.250174356968,0.54283302013,0.501152771982,0.620228613655,0.347472370037,0.147,0.140686022238,10
0,0.564676616915,0.6,0.370101319059,0.795454545455,0.725,0.6,0.636807492368,0.611383943253,0.756455511739,0.256576668227,0.247438995917,0.541532915866,0.504112971454,0.621282306818,0.359087187884,0.13275,0.131243420774,10
0,0.517412935323,0.66,0.368571974766,0.659090909091,0.75,0.555555555556,0.642349168988,0.602761379402,0.739058695972,0.250605120533,0.250432108082,0.54624867544,0.497564537789,0.627661848676,0.336062218584,0.132,0.140472645163,10
0,0.537313432836,0.65,0.37468935194,0.75,0.75,0.555555555556,0.642854722352,0.606949300537,0.708002320085,0.259246554927,0.240420304724,0.541787725935,0.503925498404,0.623144381325,0.366301678264,0.1605,0.136316631511,10
0,0.52736318408,0.585,0.376601032307,0.704545454545,0.75,0.555555555556,0.633774771476,0.612808430398,0.742249569216,0.248115788042,0.247500687917,0.535172076299,0.494433362894,0.616893233665,0.360673352436,0.152,0.137323398798,10
0,0.529850746269,0.65,0.382336073409,0.659090909091,0.825,0.622222222222,0.63714628446,0.603726690274,0.728109192581,0.251196520892,0.240436312988,0.54764058226,0.511792992454,0.621008303559,0.340155546459,0.11975,0.143498025368,10
0,0.52736318408,0.605,0.379850888931,0.681818181818,0.725,0.577777777778,0.632397780689,0.605177575613,0.714384066573,0.243787124346,0.238397353572,0.540332662229,0.504211207333,0.626609590085,0.364766680311,0.134375,0.129141512532,10
0,0.537313432836,0.59,0.370865991206,0.681818181818,0.7,0.577777777778,0.639239836674,0.601647832519,0.733114055408,0.252472516745,0.246768947737,0.534621397366,0.492954950416,0.612259565978,0.355249693,0.152125,0.13527677749,10
0,0.52736318408,0.605,0.370292487096,0.704545454545,0.75,0.622222222222,0.630767655003,0.612461700277,0.757701263622,0.257523924264,0.241102660009,0.538926159757,0.499317785761,0.624050313567,0.354686860418,0.139625,0.124544620401,10
0,0.542288557214,0.645,0.377939208564,0.704545454545,0.75,0.555555555556,0.633285449998,0.599316161293,0.703150444331,0.252464339557,0.246804575153,0.540571512567,0.490392943703,0.624510093906,0.405341792878,0.195,0.135019008357,20
0,0.572139303483,0.59,0.374880519977,0.636363636364,0.825,0.577777777778,0.63449864283,0.600133236154,0.741921739773,0.253434598261,0.252416043602,0.536549387468,0.49911493992,0.608755623773,0.422994269341,0.18175,0.141412958464,20
0,0.519900497512,0.565,0.37526285605,0.704545454545,0.75,0.555555555556,0.639252111395,0.603615259437,0.737703667608,0.261152867484,0.243984153647,0.554251321209,0.520985920974,0.631147141445,0.396234138354,0.19975,0.13471116726,20
0,0.532338308458,0.585,0.382718409482,0.704545454545,0.775,0.6,0.628532867249,0.59608923594,0.717990190444,0.243495632919,0.243784856771,0.539035831757,0.494678952591,0.624105544591,0.410816618911,0.194,0.138332401451,20
0,0.524875621891,0.65,0.374307015867,0.727272727273,0.725,0.555555555556,0.636525375835,0.599287986298,0.700025136976,0.251411638646,0.239718823775,0.538449004714,0.500192909962,0.615895488811,0.391424478101,0.178875,0.12744002039,20
0,0.554726368159,0.66,0.377556872491,0.704545454545,0.725,0.555555555556,0.637676494409,0.583410488093,0.72874299617,0.254179701528,0.246031532447,0.546004505192,0.507177780889,0.623726817573,0.41547277937,0.188875,0.134437510361,20
0,0.512437810945,0.635,0.377365704454,0.704545454545,0.725,0.555555555556,0.641755142492,0.604157183895,0.716001358491,0.252978104757,0.243443856664,0.539450239138,0.487241146773,0.621313150117,0.409025787966,0.191875,0.129936513832,20
0,0.509950248756,0.63,0.381571401262,0.613636363636,0.725,0.577777777778,0.634077354474,0.594707392031,0.716766293858,0.244362280859,0.248780199616,0.534183664224,0.494614461862,0.614514713224,0.404727793696,0.196875,0.133033930941,20
0,0.534825870647,0.615,0.378512712674,0.704545454545,0.75,0.555555555556,0.638049506566,0.599553998865,0.719651192955,0.242689932027,0.236360313944,0.543754183081,0.498255563455,0.628605079791,0.409639787147,0.187625,0.134867982718,20
0,0.537313432836,0.605,0.382909577519,0.704545454545,0.775,0.555555555556,0.631623950196,0.612484291039,0.77079258604,0.261626882006,0.236523664442,0.539117676533,0.487549352468,0.63132646295,0.400583299222,0.193375,0.1283419021,20
0,0.537313432836,0.645,0.370865991206,0.704545454545,0.775,0.577777777778,0.635125309594,0.609982046869,0.738009641755,0.245971910576,0.242415030777,0.531913562959,0.4939519321,0.61252424452,0.40426729431,0.176,0.127618524176,30
0,0.554726368159,0.61,0.37411584783,0.681818181818,0.75,0.577777777778,0.632622090442,0.598179769819,0.697905173246,0.248649604363,0.251066486719,0.526789534362,0.48440692919,0.604167862392,0.419566107245,0.18925,0.140604353398,30
0,0.522388059701,0.595,0.384821257886,0.636363636364,0.775,0.555555555556,0.641030459566,0.593845135646,0.738009641755,0.266872170976,0.240774496604,0.530925696515,0.492380532988,0.607031985468,0.407132623823,0.196125,0.140815874546,30
0,0.529850746269,0.625,0.37354234372,0.659090909091,0.725,0.577777777778,0.633556691333,0.602550955338,0.729442365648,0.252797563384,0.244795441662,0.533607067778,0.488598076715,0.613622409415,0.426831764224,0.19325,0.137541401478,30
0,0.522388059701,0.65,0.381953737335,0.704545454545,0.8,0.533333333333,0.640088544968,0.588922887833,0.683087282428,0.255894271952,0.243584127577,0.536840482054,0.498325303429,0.606689122751,0.410049119935,0.18625,0.124848151366,30
0,0.554726368159,0.62,0.378895048748,0.659090909091,0.825,0.577777777778,0.634816141326,0.623233178628,0.736436060429,0.25726233552,0.244403479906,0.554651678571,0.513836823654,0.63693061862,0.404676627098,0.184875,0.135383819077,30
0,0.504975124378,0.6,0.368571974766,0.704545454545,0.75,0.577777777778,0.639321673411,0.614249416415,0.676771101829,0.261971014932,0.240044634085,0.537614051593,0.490321328998,0.610075430049,0.417263610315,0.192375,0.117148182705,30
0,0.539800995025,0.615,0.375645192124,0.613636363636,0.725,0.555555555556,0.633608202039,0.600709935156,0.709947441446,0.260616555291,0.249029850307,0.529655329187,0.483235972515,0.604692198472,0.415575112567,0.19175,0.140429324327,30
