,AP,BLESS,Battig,MEN,MTurk,RG65,RW,SimLex999,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2
0,0.515,0.635,0.46271556959,0.643433436567,0.612736497133,0.743014504582,0.295143200249,0.247998515673,0.562567939157,0.508902218361,0.655547073338,,,0.136806881263
