,AP,BLESS,Battig,ESSLI_1a,ESSLI_2b,ESSLI_2c,MEN,MTurk,RG65,RW,SimLex999,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2,nsubs
0,0.5323383084577115,0.615,0.3886446186197668,0.6590909090909091,0.8,0.5777777777777778,0.633052504593618,0.590530639361585,0.7353214403233603,0.14562994520275685,0.2340043668176551,0.4809527018856836,0.38603494512525244,0.6322717302520656,0.39904830126893165,0.196,0.1348149984039735,60
0,0.5199004975124378,0.6,0.37029248709615753,0.7045454545454546,0.75,0.5555555555555556,0.6182217662590566,0.6057999637957269,0.7025603513340686,0.14631625785664176,0.22558962255602993,0.4736501122244378,0.38630978061775617,0.6156343406960836,0.41598444535407286,0.1835,0.13085754367397506,60
0,0.5323383084577115,0.605,0.37182183138979163,0.6590909090909091,0.7000000000000001,0.5777777777777778,0.6129031394658225,0.6040764663406464,0.7147774619044582,0.15490130979660785,0.22306052137376944,0.49174460215745835,0.42561125604579353,0.6164061376851862,0.4004297994269341,0.20475,0.12437901480254701,70
0,0.5373134328358209,0.615,0.3679984706557064,0.6818181818181819,0.8250000000000001,0.5777777777777778,0.6214752078489313,0.5828510494494406,0.6949328529636465,0.16725852235136787,0.21861666926121684,0.5239406539472132,0.42678558723613697,0.6555834422835128,0.4135796152271797,0.189625,0.13158977690548937,70
0,0.5422885572139303,0.61,0.37736570445421525,0.7045454545454546,0.75,0.5333333333333333,0.646838446292526,0.621746503430186,0.759449687317475,0.15529933643611374,0.24238034219197108,0.46761625117884986,0.38985302127827526,0.6194710898547362,0.406058125255833,0.1965,0.14128314037157708,70
0,0.5323383084577115,0.62,0.366277958325368,0.6590909090909091,0.8,0.5555555555555556,0.6268622240906438,0.5930981175292049,0.7126793534701874,0.13969991241242805,0.25589616208002197,0.46978840841739805,0.3699486325264957,0.6123140356193583,0.4099979533360622,0.19175,0.13752629005562486,80
0,0.5422885572139303,0.62,0.37851271267444087,0.7045454545454546,0.75,0.6,0.5913525742080146,0.588217243808477,0.7272349807329413,0.14172554047070762,0.22401534815469087,0.4474911952666137,0.3828898972246774,0.5730506570073771,0.4127097830536226,0.186,0.13740821977878326,80
0,0.5074626865671642,0.59,0.38520359395909004,0.7045454545454546,0.7250000000000001,0.5777777777777778,0.6093965854288838,0.5857228683311462,0.7394739465995214,0.15303479355761226,0.22713185033754274,0.47484299812315073,0.38212988147664856,0.6241779038347471,0.409690953745395,0.1865,0.13320202142571894,80
0,0.5323383084577115,0.625,0.3741158478302428,0.6363636363636364,0.75,0.5777777777777778,0.6345410332981627,0.5959470918201951,0.739517657191902,0.1366359703606578,0.2950266435874178,0.46160939887059144,0.3977220151134409,0.591045146845313,0.40196479738027013,0.181,0.13031341613088396,80
0,0.5099502487562189,0.635,0.3815714012617091,0.6590909090909091,0.75,0.6,0.6229266734300088,0.5942522770179017,0.6735146626971316,0.14983573927547902,0.2173506020976554,0.4713419564448928,0.397801503686989,0.620515454553745,0.4217151043798608,0.19,0.13226466059915445,90
0,0.5124378109452736,0.635,0.37392467979353855,0.75,0.75,0.5777777777777778,0.6359917288749838,0.5930293299282732,0.6845952978656246,0.1407382107175824,0.2673597104162499,0.4479045107924114,0.3725826288905324,0.5868074362397194,0.41337494883340153,0.185625,0.1277864206156881,90
0,0.5572139303482587,0.61,0.3744981839036513,0.6590909090909091,0.75,0.5333333333333333,0.6369093185401475,0.6042660764435839,0.7050081445073847,0.164861224771577,0.23755909223353877,0.47368503261209594,0.4028437788618737,0.6098939212687706,0.41081661891117477,0.190125,0.1315578652811077,90
0,0.5298507462686567,0.6,0.3649397820684382,0.6818181818181819,0.775,0.5777777777777778,0.6239909466831393,0.5908842228601016,0.7836653554963511,0.12767044916876044,0.24354318613989664,0.4723153622508637,0.39427213603223066,0.6272392695870614,0.40738845681539093,0.194125,0.13170183566099858,90
0,0.5348258706467661,0.64,0.3674249665455936,0.7045454545454546,0.7250000000000001,0.6222222222222222,0.6305143227138722,0.5824022801562768,0.7279999160996027,0.15486712919057122,0.25181621513322683,0.4753891748113664,0.3775379165698361,0.6268921043986546,0.42570609905853457,0.19675,0.13266158622545407,90
