,AP,BLESS,Battig,ESSLI_1a,ESSLI_2b,ESSLI_2c,MEN,MTurk,RG65,RW,SimLex999,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2
0,0.161691542289,0.25,0.102848403747,0.363636363636,0.625,0.377777777778,-0.0222195080116,-0.0221523996167,0.0842740221099,-0.0216096067876,-0.0109345504196,0.0971642735617,0.108109896744,0.055751573211,0.00383749488334,0.00175,0.0227004425747
