,AP,BLESS,Battig,ESSLI_1a,ESSLI_2b,ESSLI_2c,MEN,MTurk,RG65,RW,SimLex999,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2
0,0.442786069652,0.575,0.263429554578,0.659090909091,0.625,0.555555555556,0.579838531624,0.475352781893,0.459376470624,0.163228245384,0.240178303094,0.542383256495,0.517123226235,0.58168244601,0.42565493246,0.299875,0.117209829086
