,AP,BLESS,Battig,ESSLI_1a,ESSLI_2b,ESSLI_2c,MEN,MTurk,RG65,RW,SimLex999,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2
0,0.151741293532,0.22,0.0929076658383,0.431818181818,0.525,0.311111111111,-0.0193490577362,0.0162932697558,0.112205090641,-0.00489484423683,-0.000311014702219,0.0131915174573,-0.0848238691015,0.0236890031246,0.0,0.0,-0.0216528706444
