,AP,BLESS,Battig,MEN,MTurk,RG65,RW,SimLex999,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2
0,0.616915422886,0.825,0.443701013191,0.743244695253,0.682263347208,0.791576972717,0.251475870991,0.341106059975,0.599651191769,0.503956993876,0.738791191283,0.635335652886,0.3955,0.182736538421
