,AP,BLESS,Battig,Google,MEN,MSR,MTurk,RG65,RW,SemEval2012_2,SimLex999,WS353,WS353R,WS353S,nsubs,time(sec)
0,0.5199004975124378,0.675,0.362645765627987,0.5268624641833811,0.6028668237421827,0.32025,0.5544618227386858,0.6619313557162614,0.19741368391936165,0.1571235779106005,0.29682068859210303,0.5538947508027156,0.513926435772707,0.5959836289092034,9,
0,0.5174129353233831,0.615,0.359013572930606,0.5204666393778141,0.6127738894499749,0.324625,0.5652366008639749,0.7081115965664103,0.1935296588977765,0.1499693441214098,0.30531909108137245,0.5293628705212623,0.49265949288755956,0.5543982546409335,10,123.4896788597107
0,0.527363184079602,0.665,0.3611164213343529,0.5209783053622595,0.6082900270719194,0.321625,0.5492857461401583,0.6986263980198109,0.19541567175295094,0.16005812841258157,0.29874293211238273,0.5557335300989533,0.5146489569105716,0.5874264066962108,10,112.77911591529846
0,0.48009950248756217,0.62,0.3697189829860447,0.5318767908309455,0.6120881141897802,0.317625,0.5540402131255948,0.6830217165399215,0.19316636794326264,0.1583558606471696,0.30061436443807205,0.5531832468851209,0.49145329127857634,0.6027146409164726,10,115.40335297584534
0,0.5074626865671642,0.68,0.35614605238004204,0.5227179697093737,0.6006085884243462,0.322125,0.5494118990466642,0.7409382514442728,0.1924941581080337,0.15421461801594147,0.2996580752480206,0.544685440222085,0.5079078009491459,0.580455103872399,10,129.44759607315063
0,0.5099502487562189,0.67,0.37086599120627034,0.5203131395824806,0.6116711593301074,0.319375,0.5653934670535538,0.6946705894093627,0.1973624835617548,0.1494802579132263,0.3027259508227604,0.5564221174793249,0.5165274368797992,0.608617187571185,10,126.19225788116455
