,AP,BLESS,Battig,ESSLI_1a,ESSLI_2b,ESSLI_2c,MEN,MTurk,RG65,RW,SimLex999,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2
0,0.116915422886,0.17,0.0739820302045,0.386363636364,0.45,0.333333333333,-0.0350570011363,0.123170883434,0.140022840679,-0.186165157712,-0.083826857604,-0.0430959202296,0.0436876997831,-0.0987273098635,0.000204666393778,0.0,0.0385120593861
