,AP,BLESS,Battig,MEN,MTurk,RG65,RW,SimLex999,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2
0,0.540229885057,0.59595959596,0.473641304348,0.630211673518,0.592277246101,0.75314536009,0.404111232867,0.252898791492,0.577135106395,0.483015295714,0.68248936314,,,0.125432361158
