,AP,BLESS,Battig,MEN,MTurk,RG65,RW,SimLex999,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2
0,0.566091954023,0.565656565657,0.46847826087,0.550850121814,0.509924767026,0.731874853629,0.324508938792,0.203061332917,0.447261918712,0.338491920666,0.574556168474,,,0.11593440522
