,AP,BLESS,Battig,MEN,MTurk,RG65,RW,SimLex999,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2
0,0.5075,0.66,0.448384746174,0.629339015914,0.594103772988,0.758291356619,0.327608778697,0.252079819881,0.572643708523,0.483015295714,0.674380520113,,,0.135438606482
