,AP,BLESS,Battig,MEN,MTurk,RG65,RW,SimLex999,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2
0,0.557471264368,0.621212121212,0.490217391304,0.64727388514,0.61260170612,0.743345815671,0.394743677386,0.250979550938,0.569178715831,0.508902218361,0.668066493636,,,0.127063243551
