,AP,BLESS,Battig,MEN,MTurk,RG65,RW,SimLex999,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2
0,0.6025,0.75,0.526597036677,0.740477221513,0.687644802088,0.756980038848,0.329330271211,0.330989921913,0.676287740156,0.623092735783,0.75139977837,,,0.187085999371
