,AP,BLESS,Battig,MEN,MTurk,RG65,RW,SimLex999,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2
0,0.617816091954,0.777777777778,0.542663043478,0.691671022725,0.639258453403,0.741376748334,0.499004732997,0.322760206042,0.660650802467,0.546197955839,0.758019999468,,,0.16935889722
