,AP,BLESS,Battig,MEN,MTurk,RG65,RW,SimLex999,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2,nsubs
0,0.5248756218905473,0.585,0.37736570445421525,0.6434967478550897,0.6071965297747921,0.7456152848290016,0.257118883512331,0.24711757885222954,0.5419128120340043,0.5003361393725826,0.6265091700423405,0.4871060171919771,0.236375,0.1379670009297786,100
0,0.5223880597014925,0.605,0.38520359395909004,0.643763789732501,0.6071300266329319,0.7465113519728048,0.25771582328016973,0.24775249912233244,0.5449750343204465,0.5051815678441053,0.6273828244141282,0.48357552189930414,0.236875,0.13662940817427366,70
0,0.5248756218905473,0.615,0.3798508889313707,0.6426460189665596,0.6067355766999135,0.7438887164299662,0.25807315294924854,0.2484772281638285,0.5433244980085418,0.5019799030821822,0.6270708049956327,0.4834220221039705,0.237125,0.13853402359002842,70
0,0.5447761194029851,0.585,0.38367424966545594,0.6423475182807252,0.6057537669567248,0.7471014449699435,0.25656671611681153,0.2485655023083567,0.5432073235711925,0.5002127821051423,0.6271253187331168,0.4801985264019648,0.23775,0.1379745643768119,70
0,0.5223880597014925,0.625,0.3783215446377366,0.6428661717193062,0.6052633697427017,0.7451563236090049,0.26013134785425035,0.24620031732970368,0.5434064791922983,0.5014317318815812,0.6287879877263874,0.4867990176013099,0.236875,0.13657744945580852,70
0,0.5174129353233831,0.595,0.3817625692984133,0.6419326644834751,0.6045122903657382,0.7423369904004534,0.2551544035969837,0.2487664301010594,0.5428309740104862,0.5007095856898182,0.6266562136763443,0.48403602128530493,0.237625,0.13700022953184612,70
0,0.5373134328358209,0.61,0.3729688396100172,0.6433648864044833,0.6047897252285368,0.7427303857318792,0.25635458342587525,0.24695425844493435,0.5447139494856542,0.5016263289083335,0.628945790650684,0.48577568563241913,0.23825,0.13963592947326484,70
0,0.5671641791044776,0.605,0.3710571592429746,0.6432668709088675,0.6061725844531729,0.7446099412042468,0.2591347712531222,0.24732477755157245,0.5443220494175467,0.5006098500267815,0.6304936938808297,0.47984036021285303,0.234375,0.13511347252870967,50
0,0.5323383084577115,0.59,0.3802332250047792,0.6400767183784233,0.6033418858347549,0.7442384011690114,0.2561365069948214,0.24649945522361683,0.544364608700961,0.502585815982436,0.6280542041284083,0.4797891936144085,0.2335,0.13575905715087408,50
0,0.554726368159204,0.6,0.36933664691263624,0.6420186633335666,0.6049486220484014,0.7338571354786088,0.25506951614889073,0.24834231941704032,0.5430464985867515,0.4991280630330913,0.6277472057120493,0.4792775276299632,0.235375,0.13716029303027064,50
0,0.5572139303482587,0.625,0.3829095775186389,0.6429988527443042,0.6067020713001976,0.7459212589756662,0.25649560801968335,0.24899622693325632,0.5423190349378764,0.5028962713545958,0.6218547010616107,0.47897052803929596,0.23325,0.13766033889025656,50
0,0.5497512437810945,0.61,0.3775568724909195,0.6417019290625304,0.6053796233265644,0.738971274787144,0.2561117950128137,0.24651255070619754,0.5400695312750977,0.49573667554373724,0.6257954704529084,0.4810171919770774,0.23425,0.13627034661121176,50
0,0.527363184079602,0.61,0.37010131905945326,0.643406924769078,0.6034195574431871,0.7305788410500607,0.25344963980950436,0.24432293907718086,0.5413452185138525,0.5020597666018319,0.6257940358808693,0.4809660253786328,0.234125,0.13381067068218452,50
0,0.554726368159204,0.655,0.39132097113362646,0.6427516126911331,0.6042635381557265,0.7427303857318792,0.255380918926724,0.24975109484275052,0.5380442822980026,0.4931780433461307,0.6194489237521071,0.4418235775685632,0.21775,0.13776218573795332,20
0,0.527363184079602,0.625,0.3767922003441025,0.6402232425861787,0.6045295507231675,0.7246560557824835,0.2615329309783002,0.243533533036009,0.5355529273227441,0.5087015618463225,0.60509961693141,0.45282439623413834,0.2205,0.14224901617548458,20
0,0.5298507462686567,0.605,0.3766010323073982,0.6399168686957378,0.6163600027682916,0.7274316783986543,0.25892371321321855,0.2491884524889132,0.538530985898075,0.49832905289049173,0.6179648589776996,0.4500102333196889,0.212625,0.1410835045844278,20
0,0.5199004975124378,0.62,0.37335117568342574,0.639835894879197,0.6043874066031608,0.7334418848509927,0.25665353893511195,0.24350933407669978,0.532991595064179,0.49540859770480034,0.6153474822924346,0.4479635693819075,0.216125,0.13862627994228427,20
0,0.5174129353233831,0.655,0.3737335117568343,0.6378503768858487,0.6001248598044617,0.7254428464453351,0.25140453040314176,0.24314989437421197,0.5422543775649968,0.5012738795727898,0.628770055575899,0.45481989357347524,0.218125,0.13201391802183793,20
0,0.5323383084577115,0.67,0.3831007455553432,0.6436482859820157,0.6103457835192964,0.7382500500128634,0.2535206922843495,0.24695735177124245,0.5436799771514197,0.5017219401642523,0.6239599355289311,0.4465309046254605,0.213,0.1387221866060539,20
0,0.5522388059701493,0.585,0.36761613458229786,0.641663971676037,0.6022857042573485,0.7379222205700086,0.2498352824641306,0.24260005261387152,0.5311447676983212,0.48443617498634206,0.6164191076056124,0.356938190749079,0.145125,0.13796680043380832,10
0,0.5298507462686567,0.615,0.3725865035366087,0.6361394763314179,0.6084204921795636,0.7023855089645461,0.2587504761864661,0.2369880304954504,0.5333983635998898,0.4962226056914657,0.6107704802018139,0.3621571837904216,0.133125,0.1334720377356421,10
0,0.5373134328358209,0.595,0.39285031542726057,0.6353915343418997,0.6103102474892947,0.7237599886386803,0.2526237137989671,0.24668120920772485,0.5354695820593909,0.49424926435852257,0.6235654282181896,0.34951903397462136,0.151875,0.1355083577747397,10
0,0.5422885572139303,0.615,0.37067482316956607,0.6347927222154178,0.6001185140848186,0.7304477092729186,0.24723827236396465,0.24603996988582522,0.5461969768230948,0.5132616563344954,0.6312181527605549,0.3487003683995088,0.137,0.1345929471542582,10
0,0.5124378109452736,0.605,0.3752628560504684,0.6363291599001494,0.6035393646300499,0.713597275910181,0.2542181721812148,0.24521982316219837,0.5484546649634531,0.509425207822492,0.6257538678637756,0.3341178878428162,0.13075,0.12937054175052362,10
0,0.5174129353233831,0.62,0.3725865035366087,0.6345996394246631,0.6019892322356203,0.7328080812614733,0.24248705260167044,0.24283613840714235,0.5351507966576617,0.48573161376751595,0.6215254667786464,0.35893368808841586,0.13125,0.14235775222892935,10
0,0.5522388059701493,0.63,0.3647486140317339,0.6323545490842231,0.60329822728361,0.7209406554301289,0.24574404034401856,0.24037819576625774,0.5393214700243137,0.5076220920196944,0.6134093754676648,0.14111747851002865,0.014625,0.12709822808297916,5
0,0.5124378109452736,0.595,0.3657044542152552,0.6261133407131274,0.6013561832440193,0.7402170266699923,0.2405040369170519,0.24779715375502942,0.5364372601252299,0.4861897979037227,0.6272192832016753,0.11870650839132214,0.01075,0.11930053460124185,5
0,0.5149253731343284,0.635,0.38520359395909004,0.6355523498642197,0.6084651660458513,0.7154549760863582,0.2589572990886903,0.24342757758273909,0.5344829432871587,0.4956853079278123,0.6170990947521269,0.13574498567335244,0.010125,0.13099514773953036,5
0,0.5124378109452736,0.64,0.3672337985088893,0.6293762590903759,0.600453568081977,0.7215526037234579,0.25596228730773524,0.2526409175922919,0.5267503852778243,0.47857201795665755,0.6111068873449734,0.09092304543593942,0.006625,0.12702591330047888,5
0,0.5199004975124378,0.6,0.36933664691263624,0.6275649265517983,0.5979041117581437,0.7139688159454164,0.23810349755650828,0.24043571117389723,0.5433614645656101,0.5086220732727744,0.6285692154904308,0.12806999590667212,0.007,0.13806647848345485,5
0,0.5149253731343284,0.605,0.3725865035366087,0.634540321533258,0.5952830757167356,0.714821172496839,0.2478888976184274,0.24332430020380208,0.5373267764301828,0.5180875876087325,0.6052416395632769,0.13057715923045435,0.0065,0.12247901822492026,5
