sample_size,KL_Divergence,KL_Divergence_word
1e-05,1.18014577309,
2e-05,1.08921941055,
3.33333333333e-05,0.802258664544,
0.0001,0.557848010936,
0.0002,0.421463578949,
0.000333333333333,0.350685788795,
0.001,0.239713979214,
0.002,0.177018669152,
0.00333333333333,0.136179601727,
0.01,0.0840586186775,
0.02,0.0588516768406,
0.0333333333333,0.0453281474415,
0.1,0.0230616692893,
