partition_size,KL_Divergence,KL_Divergence_word
1e-05,0.748906436243,
2e-05,0.631963188559,
3.33333333333e-05,0.556357345237,
0.0001,0.372879306976,
0.0002,0.297998606566,
0.000333333333333,0.26147985637,
0.001,0.195144781457,
0.002,0.381971216303,
0.00333333333333,0.24733256069,
0.01,0.121312639739,
0.02,0.0705423333449,
0.0333333333333,0.0585336244851,
0.1,0.0447206126602,
