partition_size,KL_Divergence,KL_Divergence_bigram
1e-05,1.30629528034,
2e-05,0.912815323819,
3.33333333333e-05,1.46238810164,
0.0001,1.24078364356,
0.0002,1.15149159487,
0.000333333333333,1.16457978478,
0.001,0.98539941009,
0.002,1.41694126234,
0.00333333333333,0.955511428201,
0.01,0.56808246235,
0.02,0.496532007283,
0.0333333333333,0.447646987705,
0.1,0.388489282642,
