,AP,BLESS,Battig,MEN,MTurk,RG65,RW,SimLex999,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2,nsubs
0,0.4900497512437811,0.665,0.3605429172242401,0.6090389902506853,0.5748247294159943,0.6876550393322696,0.1959170846355775,0.3079577405492102,0.5574496786394554,0.5091653701740539,0.5961980974290428,0.46495088006549323,0.260875,0.1486816814223834,6
0,0.5049751243781094,0.62,0.3632192697380998,0.6142244352049518,0.5706104100865831,0.715782805529213,0.1952781475082583,0.30041382782476633,0.559245762244319,0.5164588217431987,0.5962038357171991,0.46699754400327464,0.256875,0.15553713155013055,6
0,0.554726368159204,0.6950000000000001,0.36379277384821257,0.6177322438331213,0.5690323565257237,0.7091825060797361,0.1941091122602808,0.30983283792494165,0.5659544421084339,0.5224628336687956,0.5949528888991389,0.468941874744167,0.255625,0.15585392048534816,6
0,0.5248756218905473,0.63,0.36455744599502965,0.6151104782580893,0.5745828305831971,0.7335511613319442,0.1948972527086687,0.30312359370696795,0.5614116478278252,0.5197677210901913,0.6019292127250874,0.4635693819074908,0.26125,0.15987035907647734,6
0,0.5298507462686567,0.66,0.35920474096731025,0.6123235854481043,0.5677792038105937,0.712919761728281,0.19364872556582563,0.3103442839229362,0.559591556422061,0.5188798487215026,0.6014665632424906,0.46843020875972163,0.259875,0.14436179764221813,6
0,0.554726368159204,0.625,0.3651309501051424,0.6142496539557868,0.5665224974924635,0.7083301495283134,0.19425878488408269,0.3011823087772741,0.5655359424881923,0.5185157760568079,0.6087348224783878,0.47738436348751534,0.261125,0.16246991067198635,7
0,0.5248756218905473,0.645,0.3651309501051424,0.6152683778116348,0.5610392880632075,0.7320650011910024,0.1913336166689455,0.3072850383675073,0.5455755021588766,0.5018655445211813,0.5870878476949927,0.4750306999590667,0.259375,0.16024632891994706,7
0,0.4975124378109453,0.65,0.3651309501051424,0.6201948310340285,0.5592360883694089,0.7085705577864071,0.19569530985189224,0.3085622210440865,0.5538819284545073,0.5111589585964857,0.5867765455625167,0.4688395415472779,0.260875,0.1546516986727879,7
0,0.5149253731343284,0.655,0.35920474096731025,0.6146280632559687,0.572453968557312,0.721224774280603,0.1963720087318058,0.30871567169428965,0.5600576624202246,0.5117708706343659,0.6030754357842963,0.46945354072861234,0.265125,0.15212910352332676,7
0,0.5124378109452736,0.67,0.3649397820684382,0.6099990206210049,0.567323834969001,0.6839614942761053,0.19481528021364217,0.30521051171707075,0.5548663846993848,0.513915937281861,0.5865355374599546,0.4713467048710602,0.259125,0.16021964731079105,7
0,0.5248756218905473,0.645,0.3620722615178742,0.6118196176622956,0.5722481134120881,0.712373379323523,0.19323202610589055,0.3107001488475504,0.5624443924904229,0.5207519546070023,0.5971936904241506,0.4816311911584118,0.263125,0.1580606708788462,8
