nsamples, 10, 20, 30, 40, 50, 60, 70, 80, 90, 100, 110, 120, 130, 140, 150, 160, 170, 180, 190, 200, 210, 220, 230, 240, 250, 260, 270, 280, 290, 300, 310, 320, 330, 340, 350, 360, 370, 380, 390, 400, 410, 420, 430, 440, 450, 460, 470, 480, 490, 500
KL_divergence_word, 0.0241621059338, 0.0150476892623, 0.0110915700206, 0.00878799244386, 0.00728362260459, 0.00619970753257, 0.00539483600711, 0.00477466499787, 0.0042615891511, 0.00384556287787, 0.00349609969918, 0.00321787768672, 0.00297332597642, 0.00275990172862, 0.00257399973072, 0.00240306385797, 0.00225687619742, 0.00212260424186, 0.00200627914795, 0.00189985475886, 0.00181070874874, 0.0017260305307, 0.00164693392613, 0.00157651878542, 0.0015110275417, 0.00144906186694, 0.00139357157345, 0.00134154022383, 0.00129178097027, 0.00124576590022, 0.00120427903313, 0.00116416867678, 0.00112467789201, 0.00109173313034, 0.0010582021395, 0.00102855358494, 0.00100051701082, 0.000972985415034, 0.00094741492116, 0.000923297202506, 0.00090047530428, 0.000879702656724, 0.000860123506228, 0.00083897238801, 0.000819208140103, 0.000799830262447, 0.000783282100238, 0.000766373192951, 0.00074942599738, 0.000733039709869, 
