,AP,BLESS,Battig,ESSLI_1a,ESSLI_2b,ESSLI_2c,MEN,MTurk,RG65,RW,SimLex999,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2
0,0.539800995025,0.785,0.428407570254,0.75,0.675,0.488888888889,0.569377197707,0.528992589947,0.695675933034,0.161912493797,0.215326427033,0.362756359743,0.278624427327,0.496946881066,0.540012279984,0.318375,0.160111713785
