,AP,BLESS,Battig,ESSLI_1a,ESSLI_2b,ESSLI_2c,MEN,MTurk,RG65,RW,SimLex999,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2,nsubs
0,0.457711442786,0.575,0.345249474288,0.704545454545,0.725,0.555555555556,0.543685392251,0.514981547236,0.433434234046,0.051992669148,0.226940629812,0.431700086841,0.432138692729,0.479530523888,0.0191874744167,0.0155,0.113924255548,10
0,0.480099502488,0.585,0.349455171095,0.636363636364,0.725,0.577777777778,0.506119444446,0.553200293674,0.523958870867,0.0817009562461,0.22297662242,0.432674447502,0.40463677112,0.485606631969,0.0281927957429,0.029875,0.106884814211,10
0,0.465174129353,0.57,0.349455171095,0.636363636364,0.675,0.6,0.540695254106,0.520389369516,0.495503275227,0.0740169781604,0.231215167445,0.389575186705,0.392720234118,0.435109877291,0.0347421203438,0.029375,0.129610643187,10
0,0.480099502488,0.555,0.348499330912,0.636363636364,0.6,0.555555555556,0.540889815332,0.549823863166,0.488159895707,0.0853559207105,0.176817971142,0.461281883829,0.459164807736,0.491085960221,0.0257367990176,0.02075,0.121064935286,10
0,0.475124378109,0.665,0.347161154655,0.681818181818,0.75,0.555555555556,0.523684200039,0.502115727574,0.492421678464,0.0441710487312,0.234214755134,0.395056050674,0.414334002147,0.421496554749,0.0204154727794,0.022875,0.1236892815,10
0,0.504975124378,0.58,0.350411011279,0.636363636364,0.675,0.555555555556,0.534256237554,0.483918488096,0.452579473509,0.0537376207481,0.206323886803,0.433831458158,0.400199658953,0.503452644133,0.0313651248465,0.02175,0.11774753908,10
0,0.445273631841,0.54,0.347543490728,0.681818181818,0.725,0.6,0.580242455317,0.495767723471,0.48986460881,0.0420588752529,0.271677434255,0.425244180173,0.429801278732,0.472517643626,0.0258391322145,0.024,0.111919511373,10
0,0.465174129353,0.59,0.349264003059,0.704545454545,0.75,0.555555555556,0.559500278939,0.510889573381,0.465408532373,0.0139854304538,0.240089944696,0.388664392062,0.407076170457,0.44201157862,0.0203131395825,0.021875,0.0984510435567,10
0,0.452736318408,0.625,0.35499904416,0.681818181818,0.75,0.577777777778,0.542745658962,0.531679420076,0.48802876393,0.0855704037995,0.254426043707,0.461832425565,0.461688944892,0.532496168191,0.0329001227998,0.034125,0.105427967605,10
0,0.475124378109,0.565,0.339514433187,0.704545454545,0.725,0.577777777778,0.520050632644,0.501670765712,0.540896725414,0.0750779960289,0.20080681897,0.443215357487,0.441676196717,0.506042037377,0.0296254604994,0.020875,0.121141797691,10
0,0.482587064677,0.6,0.345249474288,0.659090909091,0.725,0.533333333333,0.534801488816,0.538005341074,0.490935518323,0.0765418604216,0.206415314455,0.439432088145,0.413664723355,0.507188973609,0.0360724519034,0.029875,0.121882343708,20
0,0.490049751244,0.585,0.362263429555,0.681818181818,0.75,0.577777777778,0.560214614822,0.538508683556,0.513053078068,0.0548050180646,0.22386447327,0.483227437763,0.475302862896,0.538708560126,0.0407286123619,0.0375,0.103793355319,20
