,AP,BLESS,Battig,MEN,MTurk,RG65,RW,SimLex999,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2,nsubs
0,0.572139303482587,0.75,0.42668705792391515,0.7233980110099052,0.662197674038647,0.7518877548356239,0.20329152766302538,0.3323552143751777,0.6182877650564682,0.583622916930372,0.6606046436946785,0.6210090053213262,0.37625,0.17656309341361043,1
0,0.5920398009950248,0.765,0.4136876314280252,0.7325509603278455,0.6591496979796476,0.7261203606272351,0.20672687027949652,0.3262209256348281,0.6193850306839858,0.5890071429499545,0.6687695104549882,0.6220835038886615,0.37375,0.1752548600274013,1
0,0.5796019900497512,0.765,0.410628942840757,0.7242777671526751,0.6677090584631188,0.7507294241375368,0.20821392103926048,0.32089433906071585,0.6161896742289138,0.5789450893662835,0.6658451353533645,0.6171203438395415,0.3715,0.17510833741327103,1
0,0.6194029850746269,0.785,0.41483463964825085,0.7231313658850396,0.6543711172595672,0.6953918141836433,0.20406461054301878,0.3184294083884096,0.6204829783513016,0.5765338109866224,0.6724133234342007,0.6130781825624233,0.37425,0.16425497154788568,1
0,0.6194029850746269,0.785,0.41483463964825085,0.7231313658850396,0.6543711172595672,0.6953918141836433,0.20406461054301878,0.3184294083884096,0.6204829783513016,0.5765338109866224,0.6724133234342007,0.6130781825624233,0.37425,0.16425497154788568,1
0,0.5845771144278606,0.795,0.4123494551710954,0.7296949544415222,0.6532938678929454,0.7600834909069943,0.2132552756037053,0.3303882018774541,0.6225847521937667,0.5855107705521407,0.6733414915434723,0.613334015554646,0.37425,0.17421086674312086,1
0,0.5796019900497512,0.765,0.410628942840757,0.7242777671526751,0.6677090584631188,0.7507294241375368,0.20821392103926048,0.32089433906071585,0.6161896742289138,0.5789450893662835,0.6658451353533645,0.6171203438395415,0.3715,0.17510833741327103,1
0,0.5870646766169154,0.78,0.4041292295928121,0.7246584183153376,0.6534530185415958,0.7295297868329251,0.20428939235792964,0.32293002364053064,0.6254861494957681,0.5864076416272689,0.6704931487599188,0.6151248465002047,0.38125,0.151527677373557,1
0,0.5870646766169154,0.78,0.4041292295928121,0.7246584183153376,0.6534530185415958,0.7295297868329251,0.20428939235792964,0.32293002364053064,0.6254861494957681,0.5864076416272689,0.6704931487599188,0.6151248465002047,0.38125,0.151527677373557,1
0,0.5845771144278606,0.795,0.4123494551710954,0.7296949544415222,0.6532938678929454,0.7600834909069943,0.2132552756037053,0.3303882018774541,0.6225847521937667,0.5855107705521407,0.6733414915434723,0.613334015554646,0.37425,0.17421086674312086,1
0,0.6144278606965174,0.77,0.4255400497036895,0.7239835694604178,0.6687540715739533,0.7624657181917394,0.2108060459173281,0.3219103754244638,0.6410380209767819,0.6001306689473748,0.6860697319600318,0.6357449856733525,0.3925,0.17015822581169687,2
0,0.6044776119402985,0.785,0.41101127891416556,0.7305538566230182,0.67039583616003,0.7490247110346917,0.21332804369356967,0.3191244980679066,0.6311603544408986,0.5990730583015902,0.6704933892208299,0.6374846500204666,0.3905,0.17463177779607725,2
0,0.6069651741293532,0.775,0.41349646339132096,0.726585528543459,0.6498582952781421,0.7528930984603787,0.20533649274558957,0.31572263954220303,0.618401529294826,0.5750902684952997,0.6747423511396143,0.6346704871060171,0.39675,0.17873362603886322,2
