,AP,BLESS,Battig,ESSLI_1a,ESSLI_2b,ESSLI_2c,MEN,MTurk,RG65,RW,SimLex999,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2,nsubs
0,0.490049751244,0.61,0.349072835022,0.659090909091,0.7,0.6,0.576260615931,0.572239990891,0.466588718367,0.0439575483025,0.231603789131,0.495346721989,0.479745974201,0.560100821653,0.0391936144085,0.032375,0.147384476085,1
0,0.490049751244,0.61,0.329573695278,0.659090909091,0.725,0.6,0.576260615931,0.572239990891,0.466588718367,0.0439575483025,0.231603789131,0.495346721989,0.479745974201,0.560100821653,0.0391936144085,0.032375,0.147384476085,1
0,0.490049751244,0.61,0.344675970178,0.659090909091,0.7,0.6,0.576260615931,0.572239990891,0.466588718367,0.0439575483025,0.231603789131,0.495346721989,0.479745974201,0.560100821653,0.0391936144085,0.032375,0.147384476085,1
0,0.490049751244,0.61,0.341808449627,0.704545454545,0.7,0.6,0.576260615931,0.572239990891,0.466588718367,0.0439575483025,0.231603789131,0.495346721989,0.479745974201,0.560100821653,0.0391936144085,0.032375,0.147384476085,1
0,0.490049751244,0.61,0.350219843242,0.659090909091,0.7,0.6,0.576260615931,0.572239990891,0.466588718367,0.0439575483025,0.231603789131,0.495346721989,0.479745974201,0.560100821653,0.0391936144085,0.032375,0.147384476085,1
0,0.465174129353,0.535,0.300898489773,0.613636363636,0.65,0.555555555556,0.604189133113,0.542320938089,0.621586478949,0.185390829688,0.209694113961,0.545989059336,0.505979828095,0.608602093781,0.037402783463,0.029375,0.108612505899,10
0,0.427860696517,0.555,0.317912445039,0.659090909091,0.65,0.555555555556,0.591203947826,0.53869803983,0.551321701697,0.189282347878,0.229844324385,0.518843095796,0.510330327712,0.572413709306,0.0436451084732,0.02625,0.114891311737,10
0,0.440298507463,0.58,0.315618428599,0.568181818182,0.6,0.533333333333,0.607150867571,0.579672097737,0.635726855584,0.162346868671,0.222525965701,0.563445160932,0.494582216497,0.653095903289,0.0331559557921,0.02,0.112472904474,10
0,0.442786069652,0.48,0.315236092525,0.681818181818,0.675,0.511111111111,0.610800171816,0.557452433492,0.603315451334,0.190823527244,0.201270143884,0.485819867323,0.44983389905,0.562394694117,0.0311092918543,0.023875,0.105083975585,10
0,0.44776119403,0.525,0.317147772892,0.636363636364,0.65,0.533333333333,0.604148584742,0.566794348122,0.660117366132,0.190419875623,0.228427574918,0.560243261481,0.540030183369,0.631753851603,0.0316721244372,0.027875,0.129973899107,10
0,0.487562189055,0.53,0.314471420379,0.681818181818,0.65,0.577777777778,0.592465108545,0.511260417237,0.54413130925,0.171096158951,0.216493582202,0.520089726354,0.46402148459,0.596102712431,0.0332582889889,0.028625,0.100427426218,20
0,0.432835820896,0.555,0.324794494361,0.636363636364,0.675,0.466666666667,0.573743674743,0.590382911008,0.562096362719,0.216653167006,0.188094764416,0.515721949741,0.466563619159,0.580747825678,0.0353561195252,0.0285,0.0932734569139,20
0,0.435323383085,0.56,0.315044924489,0.568181818182,0.7,0.533333333333,0.605446647648,0.577609738853,0.546185707092,0.160148258165,0.200949707776,0.524602913643,0.488874411991,0.604935340799,0.0395006139992,0.023875,0.12877269567,20
0,0.437810945274,0.585,0.318677117186,0.590909090909,0.675,0.511111111111,0.600639632444,0.556085057823,0.558752502402,0.158170392533,0.212948124729,0.53061167566,0.499945070589,0.593054257781,0.0309557920589,0.02875,0.114659100742,20
0,0.435323383085,0.505,0.314662588415,0.613636363636,0.625,0.555555555556,0.591927508422,0.586110211058,0.529378984322,0.173407395309,0.216588795267,0.523556666091,0.503926248296,0.610171509963,0.0330536225952,0.031375,0.118459844572,20
,,,,,,,,,,,,,,,,,,
0,0.444776119403,0.535,0.3133626457656,0.6318181818182,0.645,0.5377777777778,0.6034985410136,0.556987571454,0.6144135707392,0.1836526898208,0.2183524245698,0.5348680889736,0.5001512909446,0.6056520504192,0.03539705280396,0.025475,0.1142069193604,10
