,AP,BLESS,Battig,ESSLI_1a,ESSLI_2b,ESSLI_2c,MEN,MTurk,RG65,RW,SimLex999,WS353,WS353R,WS353S,Google,MSR,SemEval2012_2,nsubs
0,0.1890547263681592,0.265,0.10743643662779584,0.5,0.525,0.4,0.1770302617451982,0.24797018949555438,0.19012591378375188,0.006453099214057296,0.029699084319152063,0.1268093028960926,0.0608329146191432,0.20745712411996284,0.00046049938600081867,0.0,0.009596872646582754,100
